pkey,HRYEAR4,PWSSWGT,n_y1_teach,n_y2_obs,n_y2_nonsummer,leaver
840809920674497|88002|1|24135,2011,3361.6052,1,4.0,3.0,1
968549730919404|89001|3|24138,2011,3929.4734,4,4.0,1.0,0
984480003906995|89001|1|24138,2011,3798.2778,3,1.0,0.0,0
278059830369405|89001|1|24138,2011,3190.0327,4,4.0,1.0,0
708308110389405|89001|2|24136,2011,3224.87,2,3.0,1.0,1
918149630106402|89001|1|24138,2011,3021.7043,4,4.0,1.0,0
918298830169404|89001|2|24138,2011,3685.7134,4,4.0,1.0,0
970485099743198|89001|1|24138,2011,3454.8286,4,4.0,1.0,0
730983098843179|89001|1|24138,2011,3153.39,4,4.0,1.0,0
005725300993398|89001|2|24138,2011,272.7396,4,4.0,1.0,0
350000010201611|89001|1|24138,2011,256.8834,4,4.0,1.0,0
350006939214988|89001|1|24138,2011,300.7392,4,4.0,1.0,0
641070915539320|89001|1|24138,2011,280.0189,3,2.0,0.0,0
652040983539510|89001|1|24138,2011,325.3796,4,4.0,1.0,0
742020907539710|89001|1|24138,2011,282.7558,4,4.0,1.0,0
803608655942600|89001|1|24138,2011,262.0515,4,4.0,1.0,0
790049130759505|89001|2|24138,2011,274.2928,4,4.0,1.0,0
941919330979508|89001|1|24138,2011,2561.7368,4,4.0,1.0,0
360911092753549|89001|1|24138,2011,2447.4443,4,4.0,1.0,0
915061987539930|89001|1|24138,2011,2864.2083,4,4.0,1.0,1
985041942539780|89001|1|24138,2011,2375.381,4,4.0,1.0,0
335741013908096|89001|1|24138,2011,3218.126,2,4.0,1.0,0
045395330997894|89001|1|24138,2011,3715.0327,3,4.0,1.0,0
310934099653619|89001|1|24138,2011,3418.1458,4,4.0,1.0,0
303606755997744|89001|1|24138,2011,1121.9567,4,4.0,1.0,0
019505350773096|89001|1|24138,2011,2053.6733,4,4.0,1.0,0
630599659500805|89001|1|24138,2011,2187.3047,4,4.0,1.0,0
135590159500849|89001|1|24138,2011,2021.0334,4,4.0,1.0,0
332590679500842|89001|3|24138,2011,2055.6877,4,4.0,1.0,0
901055965539630|89001|1|24138,2011,1993.6045,4,4.0,1.0,0
926459830716507|89001|2|24138,2011,285.0948,4,4.0,1.0,0
974036958539400|89001|1|24138,2011,387.2341,4,4.0,1.0,0
803602145949396|89001|1|24138,2011,361.7321,4,4.0,1.0,0
065520410010508|89001|1|24139,2011,2621.2334,4,4.0,2.0,0
410292054909963|89001|2|24139,2011,2850.6992,4,1.0,0.0,0
510365013001006|89001|1|24138,2011,3822.169,3,4.0,1.0,0
094914307003149|89001|2|24139,2011,2916.4104,4,4.0,2.0,0
074903008055293|89001|1|24138,2011,317.6913,3,4.0,1.0,0
076951309069235|89001|1|24136,2011,327.4101,1,4.0,2.0,1
259040505890940|89001|1|24139,2011,344.7993,4,4.0,2.0,0
562439040547004|89001|1|24139,2011,378.2107,4,4.0,2.0,0
870625079204249|89001|2|24139,2011,310.4002,4,4.0,2.0,1
160642099304279|89001|1|24139,2011,3758.6208,4,4.0,2.0,0
061994405181549|89001|2|24139,2011,1885.2117,3,4.0,2.0,0
006072007154681|89001|1|24137,2011,4595.703,1,4.0,1.0,0
070590460951794|89001|1|24139,2011,2815.899,4,4.0,2.0,0
096904708026627|89001|2|24139,2011,3482.2104,4,4.0,2.0,0
300600028055718|89001|2|24138,2011,2895.4731,3,3.0,1.0,1
742092569600443|89001|1|24139,2011,3146.411,4,4.0,2.0,0
804902990791886|89001|1|24139,2011,3189.3828,4,4.0,2.0,0
400609992408292|89001|2|24139,2011,3104.4048,4,4.0,2.0,0
937001620600132|89001|2|24138,2011,3029.1946,3,4.0,1.0,0
087610460982290|89001|1|24139,2011,3076.9028,4,4.0,2.0,1
889490279090940|89001|1|24139,2011,1791.8691,4,4.0,2.0,0
980566014909077|89001|2|24139,2011,1922.5815,4,4.0,2.0,0
290570064907995|89001|2|24139,2011,1339.633,2,4.0,2.0,1
630599097204669|89001|1|24139,2011,1339.633,4,4.0,2.0,0
704703840994979|89001|1|24139,2011,1281.8463,4,4.0,2.0,0
005570490784693|89001|2|24139,2011,1252.7615,3,4.0,2.0,0
028960490781890|89001|1|24139,2011,1252.7615,4,4.0,2.0,0
404705070995779|89001|1|24139,2011,1291.2437,4,4.0,2.0,0
989860414650740|89001|2|24139,2011,1030.8555,4,4.0,2.0,0
910160103000140|89001|1|24139,2011,1130.7465,3,4.0,2.0,0
010460455040041|89001|2|24139,2011,322.9055,4,4.0,2.0,0
039750666900941|89001|2|24139,2011,344.1118,4,4.0,2.0,0
310109815983153|89001|1|24138,2011,259.3498,3,4.0,1.0,0
511647034904570|89001|1|24139,2011,538.7164,3,4.0,2.0,0
005761420013508|89001|2|24139,2011,3539.5918,4,4.0,2.0,0
143190069200410|89001|2|24139,2011,3536.5056,4,4.0,2.0,0
210010562520041|89001|2|24139,2011,3607.651,4,3.0,1.0,0
310209940988186|89001|1|24138,2011,3518.0767,3,4.0,1.0,0
410200007755826|89001|2|24139,2011,3450.696,4,4.0,2.0,0
445194969200994|89001|1|24139,2011,3637.0322,4,3.0,2.0,0
745193599200979|89001|2|24139,2011,3669.3706,4,4.0,2.0,0
033451430989496|89001|2|24139,2011,3405.657,4,4.0,2.0,0
983599230549100|89001|2|24138,2011,2899.4543,3,4.0,1.0,0
042861450984694|89001|2|24139,2011,518.6973,4,4.0,2.0,0
410609939832193|89001|1|24139,2011,796.3071,4,4.0,2.0,0
350377098814888|89001|1|24139,2011,3562.3174,4,4.0,2.0,0
757459310339104|89001|1|24136,2011,3448.8794,1,4.0,2.0,1
410709983217744|89001|2|24139,2011,3197.205,4,4.0,2.0,1
789770869500941|89001|1|24139,2011,3152.3284,4,4.0,2.0,0
844191739700472|89001|1|24139,2011,3212.3865,1,4.0,2.0,0
871721054909491|89001|2|24139,2011,3249.161,4,4.0,2.0,0
072047164140070|89001|2|24139,2011,2980.9658,4,4.0,2.0,0
198902504039889|89001|1|24137,2011,4034.766,2,4.0,1.0,1
810230793240041|89001|2|24139,2011,2994.6975,4,4.0,2.0,0
681139093908091|89001|1|24138,2011,2911.0808,3,4.0,1.0,1
681139093908091|89001|2|24138,2011,2938.6155,3,4.0,1.0,1
845199069800996|89001|2|24139,2011,3141.8906,4,4.0,2.0,0
410909931683090|89001|1|24139,2011,1130.3549,4,4.0,2.0,0
819229440457102|89001|1|24139,2011,1257.939,3,4.0,2.0,0
191147024909775|89001|1|24139,2011,1170.2596,4,1.0,0.0,1
191844054909771|89001|1|24139,2011,1132.5214,4,4.0,2.0,0
410909991563992|89001|1|24139,2011,1132.5214,4,4.0,2.0,0
420009923251096|89001|2|24139,2011,1358.362,4,4.0,2.0,0
298924007016029|89001|1|24139,2011,1357.8989,4,4.0,2.0,0
602150014909590|89001|2|24139,2011,1267.6508,4,4.0,2.0,1
747080941219060|89003|2|24136,2011,1329.2441,1,3.0,2.0,1
420107915164497|89001|1|24139,2011,2216.2734,4,4.0,2.0,0
148023132240650|89001|1|24139,2011,568.2915,4,4.0,2.0,1
420307939306199|89001|2|24139,2011,505.0854,4,4.0,2.0,0
650131010524220|89001|1|24139,2011,530.0175,4,4.0,2.0,0
704708352799153|89001|2|24139,2011,537.9161,3,4.0,2.0,0
004703152999984|89001|1|24139,2011,1784.658,4,4.0,2.0,0
050552440785695|89001|2|24139,2011,1265.4489,4,4.0,2.0,0
420407998315990|89001|2|24139,2011,1340.6602,4,3.0,1.0,0
444296409400731|89001|1|24139,2011,1736.7573,4,4.0,2.0,0
242114034909891|89001|2|24139,2011,1257.033,4,2.0,0.0,0
420409931112498|89001|3|24139,2011,1327.1473,4,4.0,2.0,0
242755054909274|89001|1|24139,2011,1771.1707,4,4.0,2.0,0
552332084909790|89001|1|24139,2011,3099.0974,1,4.0,2.0,1
745239530779209|89001|2|24138,2011,3280.7493,1,4.0,1.0,1
292984206019547|89001|1|24139,2011,2927.2588,4,2.0,2.0,0
979016833249900|89001|2|24139,2011,3172.706,4,4.0,2.0,0
442297129600975|89001|1|24139,2011,3064.4624,4,4.0,2.0,0
290924708047759|89001|2|24139,2011,1538.5635,4,4.0,2.0,0
799430507980732|89001|2|24138,2011,1524.7063,3,4.0,1.0,0
297934907058709|89001|1|24139,2011,1604.3615,4,4.0,2.0,0
297934907058709|89001|2|24139,2011,1490.7393,4,4.0,2.0,0
794960751770642|89001|1|24139,2011,1549.4646,4,4.0,2.0,0
941265764700977|89001|1|24139,2011,1925.2338,4,4.0,2.0,0
420809919677092|89001|1|24139,2011,2230.2214,4,4.0,2.0,0
070985092523249|89001|1|24138,2011,3008.758,2,4.0,1.0,0
422261679800957|89001|2|24137,2011,2233.0186,2,4.0,1.0,0
055692290980890|89001|1|24137,2011,2713.442,1,4.0,1.0,1
692051034909791|89001|1|24139,2011,2754.6694,4,4.0,2.0,0
792244064909975|89001|1|24139,2011,2569.475,4,4.0,2.0,0
081079144240570|89001|2|24139,2011,3266.4836,4,4.0,2.0,0
293914807074929|89001|2|24139,2011,2561.2644,4,4.0,2.0,0
910770334380142|89001|1|24139,2011,2802.4497,3,3.0,1.0,0
989660712780942|89001|1|24139,2011,2589.236,4,4.0,2.0,0
430009938845694|89001|2|24139,2011,681.077,4,4.0,2.0,0
364962701036009|89001|2|24137,2011,826.9467,1,4.0,1.0,0
378924706095157|89001|1|24139,2011,1217.2122,4,4.0,2.0,0
074633310996094|89001|1|24138,2011,704.0325,3,4.0,1.0,0
430207903091976|89001|2|24139,2011,1161.0491,4,4.0,2.0,0
346379639300750|89001|1|24139,2011,487.0044,4,3.0,2.0,0
430307997384497|89001|1|24139,2011,438.6754,4,4.0,2.0,0
260835070334339|89001|1|24139,2011,505.9934,4,4.0,2.0,0
389140725450943|89001|1|24139,2011,471.3316,4,4.0,2.0,0
397924007061429|89001|1|24139,2011,3074.1565,3,4.0,2.0,1
430409969410193|89001|2|24139,2011,2678.0134,4,4.0,2.0,0
430409981379193|89001|1|24139,2011,3016.3245,4,4.0,2.0,0
489170592690943|89001|4|24139,2011,2007.102,1,4.0,2.0,1
489190562310943|89001|2|24139,2011,2800.1956,4,4.0,2.0,0
740642091934899|89001|1|24139,2011,2570.7048,4,4.0,2.0,0
964029010639300|89001|2|24136,2011,2849.531,1,4.0,2.0,1
361934305045579|89001|2|24139,2011,2033.7,4,3.0,1.0,1
547398119500944|89001|2|24139,2011,1240.4507,4,4.0,2.0,0
017223460935293|89001|2|24139,2011,3372.9897,4,4.0,2.0,0
025853460981994|89001|2|24139,2011,2899.6367,4,4.0,2.0,0
504908283792006|89001|2|24139,2011,4288.634,4,4.0,2.0,0
896989540549309|89001|1|24139,2011,3461.677,4,4.0,2.0,0
836649840969309|89001|1|24139,2011,2860.7087,4,2.0,0.0,0
909006801349190|89001|1|24139,2011,3100.3484,4,4.0,2.0,0
263140014909098|89001|2|24139,2011,3074.291,4,4.0,2.0,0
373887014909892|89001|2|24139,2011,2911.9924,4,4.0,2.0,0
343393599700949|89001|2|24139,2011,2928.6948,4,4.0,2.0,0
404901973794747|89001|2|24139,2011,3802.2554,4,4.0,2.0,0
673336044907096|89001|2|24139,2011,2928.6948,4,4.0,2.0,0
396964004030779|89001|1|24139,2011,3077.2117,4,4.0,2.0,0
210988065734474|89001|2|24139,2011,391.4377,4,4.0,2.0,0
858829740969304|89001|2|24139,2011,423.3116,4,4.0,2.0,0
583287094909598|89001|1|24139,2011,437.581,4,4.0,2.0,0
646395699800722|89001|1|24139,2011,373.825,4,4.0,2.0,0
129660540890306|89001|3|24139,2011,3102.8,4,4.0,2.0,0
430909954516499|89001|1|24139,2011,3114.4158,4,4.0,2.0,0
679619940279300|89001|2|24139,2011,3346.1775,4,1.0,0.0,1
204608623990809|89001|2|24139,2011,3327.714,4,4.0,2.0,0
801700894891720|89001|3|24136,2011,1995.64,1,4.0,2.0,1
070107007242370|89001|2|24137,2011,2173.2832,2,4.0,1.0,1
114471044909271|89001|2|24139,2011,1580.4576,4,4.0,2.0,1
440107943145893|89001|1|24139,2011,1607.3394,3,4.0,2.0,1
023014420981092|89001|1|24139,2011,3255.0713,4,4.0,2.0,0
202002064106032|89002|2|24137,2011,3221.2021,2,4.0,1.0,0
440209937926497|89001|1|24139,2011,3300.7073,4,4.0,2.0,0
703904214697582|89001|1|24138,2011,3865.0735,2,4.0,1.0,0
704903044799192|89001|2|24139,2011,3308.53,4,4.0,2.0,0
340200098825715|89001|2|24138,2011,2692.0374,3,4.0,1.0,0
524767074909394|89001|2|24139,2011,2885.3499,4,4.0,2.0,0
015754440980994|89001|1|24139,2011,496.815,4,4.0,2.0,0
804903844299374|89001|2|24139,2011,529.2882,4,3.0,2.0,0
140471289400904|89001|1|24139,2011,524.5837,4,4.0,2.0,0
169054169440580|89001|2|24139,2011,417.4834,3,4.0,2.0,0
440409902188699|89001|1|24139,2011,435.4793,4,2.0,0.0,0
165570340320407|89001|1|24139,2011,2540.8643,4,4.0,2.0,0
354641064909975|89001|1|24139,2011,2272.02,4,4.0,2.0,0
340500045069314|89001|1|24138,2011,3809.754,3,4.0,1.0,0
495964709066509|89001|2|24139,2011,2195.7957,4,4.0,2.0,1
630969097243669|89001|1|24138,2011,297.3965,3,4.0,1.0,1
166260440451402|89001|1|24139,2011,567.5898,4,4.0,2.0,0
440607993263998|89001|2|24139,2011,506.6852,3,4.0,2.0,0
664080044909395|89001|2|24139,2011,591.2826,3,4.0,2.0,0
240673099544969|89001|1|24139,2011,3294.7998,4,4.0,2.0,1
947939340296405|89001|2|24139,2011,3321.921,4,4.0,2.0,0
484884033908292|89001|2|24138,2011,3589.041,3,2.0,0.0,0
504019944109858|89001|1|24139,2011,4115.892,4,4.0,2.0,0
923499829800985|89001|2|24137,2011,3008.5276,2,3.0,1.0,0
042734280939399|89001|2|24137,2011,2743.8396,2,4.0,1.0,0
404901994291158|89001|1|24139,2011,3429.424,4,4.0,2.0,0
491954406046857|89001|2|24139,2011,3381.0408,4,4.0,2.0,0
491974809013839|89001|2|24139,2011,2893.101,4,4.0,2.0,0
584855094909996|89001|2|24139,2011,2922.0654,4,4.0,2.0,0
684554044907691|89001|1|24139,2011,3607.8274,4,4.0,2.0,0
925498429800705|89001|2|24137,2011,2768.6423,1,4.0,1.0,1
241494749800957|89001|2|24139,2011,2929.883,4,4.0,2.0,1
340494859800990|89001|4|24139,2011,3535.4678,4,4.0,2.0,0
938669240146403|89001|1|24139,2011,3063.7896,4,4.0,2.0,0
076644490939097|89001|2|24139,2011,1523.4663,3,4.0,2.0,0
960697091544929|89001|1|24139,2011,1523.4663,4,4.0,2.0,0
150890440130508|89001|1|24139,2011,305.3823,4,4.0,2.0,0
009665400982196|89001|1|24139,2011,340.7121,2,4.0,2.0,1
069860414650945|89001|2|24139,2011,318.8922,4,4.0,2.0,0
101020140540810|89001|2|24139,2011,300.1264,4,4.0,2.0,1
715700074909872|89001|1|24139,2011,2312.8872,4,4.0,2.0,0
015901094907091|89001|1|24139,2011,2246.0972,4,4.0,2.0,0
140575979100966|89001|1|24139,2011,2240.7422,4,4.0,2.0,0
181710140771505|89001|2|24139,2011,2246.0972,4,4.0,2.0,1
594964009092199|89001|2|24139,2011,2096.557,4,4.0,2.0,0
704700345996741|89001|2|24139,2011,2219.9524,4,4.0,2.0,0
940599019100710|89001|3|24139,2011,2246.0972,4,4.0,2.0,0
634051918544340|89001|1|24139,2011,2158.3386,4,3.0,1.0,1
404604245997621|89001|1|24139,2011,3156.4058,4,4.0,2.0,0
404604245997621|89001|2|24139,2011,2160.7266,4,4.0,2.0,0
042335430919395|89001|3|24139,2011,3515.1672,4,4.0,2.0,1
883849840047505|89001|1|24139,2011,3930.629,4,4.0,2.0,0
086055230115309|89001|1|24137,2011,2642.977,1,4.0,1.0,1
450307987764291|89001|1|24139,2011,3198.335,4,4.0,2.0,0
445834094909797|89001|2|24139,2011,1355.282,4,4.0,2.0,0
567974208051499|89001|1|24139,2011,1479.4075,4,4.0,2.0,0
566904100013409|89001|2|24139,2011,1410.6396,4,4.0,2.0,0
052045130540440|89001|1|24139,2011,1909.346,4,4.0,2.0,0
510240045430045|89001|1|24139,2011,1995.4208,4,4.0,2.0,0
241577879500959|89001|2|24139,2011,2148.8352,4,4.0,2.0,0
450509987320494|89001|2|24139,2011,2062.7307,4,4.0,2.0,1
566954400045649|89001|2|24139,2011,303.019,4,4.0,2.0,0
836739140557504|89001|2|24139,2011,266.2865,4,4.0,2.0,0
065520410010508|89001|4|24139,2011,2601.2793,3,3.0,1.0,0
954081922059020|89001|1|24140,2011,3395.65,4,4.0,3.0,1
954081922059020|89001|2|24140,2011,3290.9258,4,4.0,3.0,0
505905170895611|89001|2|24140,2011,2682.6926,4,3.0,2.0,0
757098789100855|89001|1|24140,2011,3738.6814,4,4.0,3.0,0
404604210997181|89001|2|24139,2011,2148.175,3,4.0,2.0,0
961079550699006|89001|1|24140,2011,3484.404,4,4.0,3.0,0
056840510698296|89001|2|24140,2011,2566.6335,4,4.0,3.0,0
065925606048189|89001|1|24140,2011,2566.6335,4,4.0,3.0,0
777022793059520|89001|2|24140,2011,461.3958,4,4.0,3.0,0
053003760400314|89001|2|24140,2011,4374.184,4,4.0,3.0,0
305904370591064|89001|2|24140,2011,4301.357,4,4.0,3.0,0
310744099605619|89001|1|24140,2011,3567.7874,4,4.0,3.0,0
310744099605619|89001|2|24140,2011,4129.218,4,4.0,3.0,0
040751093001503|89001|2|24138,2011,5343.2173,2,4.0,1.0,0
500409899443682|89001|2|24140,2011,4121.1465,4,4.0,3.0,0
097905404036568|89001|1|24140,2011,2360.3982,4,4.0,3.0,1
950913024909993|89001|1|24139,2011,1654.2021,3,1.0,0.0,0
001095405081541|89001|1|24140,2011,2692.54,4,4.0,3.0,0
047140560990692|89001|1|24140,2011,3312.3076,4,4.0,3.0,0
050130560992592|89001|1|24140,2011,3184.7717,4,4.0,3.0,0
059860560996296|89001|1|24140,2011,3433.0195,4,4.0,3.0,0
160389025906294|89001|1|24140,2011,3064.1206,4,4.0,3.0,0
560563098504479|89001|1|24139,2011,2757.2163,3,4.0,2.0,0
044760560940397|89001|1|24140,2011,3289.0117,4,4.0,3.0,0
250966097405327|89001|1|24140,2011,2886.6128,4,4.0,3.0,0
679080674370950|89001|1|24140,2011,3235.8105,4,4.0,3.0,0
686329540309006|89001|1|24139,2011,3139.8042,3,4.0,2.0,0
810761095405479|89001|1|24140,2011,3185.3816,4,4.0,3.0,0
851091639600355|89001|2|24140,2011,3015.2764,2,4.0,3.0,0
916056895029640|89002|2|24137,2011,3424.4707,1,4.0,1.0,1
001025307022651|89001|1|24140,2011,2868.5261,4,4.0,3.0,0
699530744860950|89001|1|24140,2011,3173.8298,4,4.0,3.0,0
699610005930950|89001|2|24140,2011,3307.2917,4,4.0,3.0,0
918769330399003|89001|1|24138,2011,1672.4308,2,4.0,1.0,0
918769330399003|89001|2|24138,2011,1542.7148,2,4.0,1.0,0
968899950097003|89001|1|24140,2011,1805.3727,4,4.0,3.0,0
899220989370750|89001|2|24140,2011,1573.0404,4,4.0,3.0,0
920983078005539|89001|2|24140,2011,1688.6237,4,4.0,3.0,0
005045805003821|89001|1|24140,2011,1512.2924,4,4.0,3.0,0
405004240107628|89001|2|24140,2011,1975.6063,4,4.0,3.0,0
899700985580750|89001|2|24140,2011,1574.7943,4,4.0,3.0,0
899780845070950|89001|1|24140,2011,1712.5033,4,4.0,3.0,0
015085905096961|89001|2|24140,2011,983.4886,4,4.0,3.0,0
490834095906777|89001|2|24140,2011,1072.5049,3,4.0,3.0,0
504706130496429|89001|1|24139,2011,1110.4948,1,4.0,2.0,1
690905015906778|89001|2|24140,2011,1099.9753,4,4.0,3.0,0
948069954059610|89001|2|24140,2011,1111.3066,4,4.0,3.0,0
979620906790950|89001|1|24140,2011,1168.1085,4,4.0,3.0,0
070965305075945|89001|1|24140,2011,891.7865,4,4.0,3.0,0
779559450227005|89001|1|24140,2011,1319.9517,4,4.0,3.0,0
510009940164334|89001|1|24140,2011,459.3365,4,4.0,3.0,0
970559450229105|89001|1|24140,2011,474.3969,4,4.0,3.0,0
355196509100574|89001|1|24140,2011,352.2711,4,4.0,3.0,0
088271520923794|89001|1|24140,2011,3801.5654,4,4.0,3.0,0
220530126730051|89001|2|24140,2011,4082.3503,4,4.0,3.0,0
257191159200574|89001|2|24140,2011,3308.6274,4,4.0,3.0,0
299460373200951|89001|1|24140,2011,4052.9485,4,4.0,3.0,0
721744015906895|89001|1|24140,2011,3603.2292,2,4.0,3.0,0
750107920200150|89001|1|24140,2011,4514.3633,4,4.0,3.0,0
399000066270951|89001|2|24140,2011,3483.0642,1,4.0,3.0,0
957003978159840|89001|2|24140,2011,3954.2175,4,4.0,3.0,0
670013981159210|89001|2|24140,2011,3886.3389,4,4.0,3.0,0
705608111991023|89001|1|24140,2011,2766.1072,4,4.0,3.0,0
059661550990697|89001|1|24140,2011,684.2453,4,4.0,3.0,0
151963094807094|89001|1|24139,2011,507.163,3,4.0,2.0,0
599140325700751|89001|1|24140,2011,671.4247,4,4.0,3.0,0
699450364900951|89001|1|24140,2011,822.4736,4,3.0,3.0,0
150105970600166|89001|2|24140,2011,1043.743,4,4.0,3.0,1
961566015001007|89001|2|24140,2011,1002.7,4,4.0,3.0,0
031691370940990|89001|1|24138,2011,3126.8772,2,4.0,1.0,0
031691370940990|89001|2|24138,2011,2699.8447,2,4.0,1.0,0
904067707159880|89001|1|24140,2011,3493.1787,4,4.0,3.0,0
031691570970970|89001|1|24140,2011,3165.7197,4,4.0,3.0,0
403902171697837|89001|2|24138,2011,2647.5896,2,4.0,1.0,0
957389050759106|89001|2|24140,2011,3212.8262,4,4.0,3.0,0
988057988157730|89001|2|24140,2011,3131.7383,4,4.0,3.0,0
964067949159630|89001|1|24140,2011,3099.109,4,4.0,3.0,0
879610515750931|89001|1|24138,2011,4214.7817,2,4.0,1.0,1
005005021106328|89001|1|24140,2011,3195.5017,4,4.0,3.0,0
791039055001211|89001|1|24140,2011,1228.0542,4,4.0,3.0,0
791039055001211|89001|2|24140,2011,1248.4476,4,4.0,3.0,0
992059961159260|89001|1|24140,2011,1151.7852,4,4.0,3.0,0
999540505900751|89001|2|24140,2011,1176.9543,4,4.0,3.0,0
405008202101460|89001|2|24140,2011,1235.0303,4,4.0,3.0,0
559279899000807|89001|2|24140,2011,1235.0303,4,4.0,3.0,0
209035207005001|89001|2|24140,2011,1270.9622,4,4.0,3.0,0
790906069523219|89001|1|24138,2011,1533.3583,2,2.0,1.0,0
960379650339200|89001|2|24140,2011,1484.0403,4,4.0,3.0,0
699001973259030|89001|1|24140,2011,2145.9275,4,4.0,3.0,1
038662510993393|89001|1|24140,2011,2106.8594,4,4.0,3.0,0
053512510999097|89001|1|24140,2011,1970.6549,4,4.0,3.0,0
053512510999097|89001|2|24140,2011,2146.5437,4,4.0,3.0,0
263904305004109|89001|2|24139,2011,2100.834,3,4.0,2.0,0
937091951259470|89001|1|24140,2011,2148.4465,4,4.0,3.0,0
937091951259470|89001|2|24140,2011,2218.881,4,4.0,3.0,0
082642520994093|89001|2|24140,2011,3992.382,4,4.0,3.0,1
005005292109102|89001|2|24140,2011,3891.0857,4,4.0,3.0,1
032372520995697|89001|1|24140,2011,3871.8335,4,4.0,3.0,0
056872520699099|89001|1|24140,2011,2898.0469,4,2.0,2.0,0
057912530998196|89001|2|24140,2011,584.7588,4,4.0,3.0,0
520307910003761|89001|2|24140,2011,395.075,4,4.0,3.0,0
520307998315980|89001|2|24140,2011,395.075,4,4.0,3.0,0
988053988259730|89001|2|24140,2011,599.1088,4,4.0,3.0,0
252299349400805|89001|2|24140,2011,1957.5869,4,4.0,3.0,0
479910972170952|89001|1|24140,2011,1893.2174,3,3.0,3.0,0
710741099925729|89001|1|24140,2011,2084.1184,4,3.0,2.0,0
750276979400856|89001|1|24140,2011,1702.79,4,4.0,3.0,0
994659850589201|89001|1|24140,2011,2094.712,4,4.0,3.0,0
043182450958599|89001|1|24139,2011,2675.7903,3,4.0,2.0,1
652123095908792|89001|1|24140,2011,3294.392,4,4.0,3.0,0
925899650199205|89001|2|24140,2011,3271.9302,4,4.0,3.0,0
952299279600856|89001|1|24140,2011,2552.1526,4,4.0,3.0,0
018046170220310|89001|2|24137,2011,2532.6753,1,3.0,1.0,0
294935102099688|89001|1|24140,2011,2982.7588,4,3.0,3.0,0
922066794259580|89001|2|24140,2011,3705.8115,4,4.0,3.0,0
145273309700952|89001|2|24139,2011,1430.985,2,4.0,2.0,0
405704092891537|89001|1|24140,2011,1717.5048,2,4.0,3.0,1
947199250369207|89001|2|24140,2011,1888.0627,4,4.0,3.0,0
074312570790890|89001|2|24140,2011,1548.0507,4,4.0,3.0,0
380871072422829|89001|2|24137,2011,1387.5856,1,4.0,1.0,1
778017732259240|89001|2|24140,2011,1702.9803,4,4.0,3.0,0
046712580992891|89001|2|24140,2011,1877.2885,4,4.0,3.0,0
034372580992794|89001|1|24140,2011,1850.4056,4,4.0,3.0,0
202601862998768|89002|1|24137,2011,2048.892,1,4.0,1.0,0
025832590997592|89001|1|24140,2011,2753.7021,4,4.0,3.0,0
192648035906997|89001|1|24140,2011,2342.4219,3,4.0,3.0,0
729479050609200|89001|1|24140,2011,2753.7021,3,1.0,0.0,0
732079951239310|89001|3|24138,2011,2876.737,2,4.0,1.0,0
803016065908994|89001|1|24140,2011,684.4495,4,4.0,3.0,0
057313510995295|89001|1|24140,2011,813.1758,4,2.0,1.0,0
199550123750953|89001|2|24140,2011,654.9189,2,3.0,3.0,1
199720570900753|89001|1|24140,2011,800.2369,4,4.0,3.0,0
086713510799397|89001|2|24140,2011,863.5186,4,2.0,1.0,0
961039950529308|89001|1|24140,2011,852.7782,4,4.0,3.0,0
019092685340620|89001|1|24139,2011,1423.3839,3,4.0,2.0,0
315065709066205|89001|2|24140,2011,1500.0071,4,3.0,2.0,0
530207940164334|89001|1|24140,2011,1421.3456,2,1.0,0.0,0
705902573391752|89001|1|24140,2011,1454.1484,4,4.0,3.0,0
005573530994693|89001|2|24140,2011,437.4165,4,4.0,3.0,0
005573530994693|89001|3|24140,2011,592.1564,4,4.0,3.0,0
399300765540953|89001|1|24140,2011,572.8133,4,3.0,3.0,1
399300765540953|89001|2|24140,2011,484.6244,4,3.0,3.0,0
570835067135274|89001|2|24140,2011,410.8191,4,4.0,3.0,0
159307420400198|89001|1|24140,2011,3178.664,4,4.0,3.0,0
479310549510953|89001|3|24140,2011,2463.619,4,4.0,3.0,0
743226004909197|89001|2|24139,2011,2673.4878,3,4.0,2.0,0
994819050809309|89001|2|24140,2011,3069.4436,4,4.0,3.0,0
499050847030953|89001|3|24140,2011,4896.382,4,4.0,3.0,0
350759097735959|89001|1|24140,2011,1837.9869,4,4.0,3.0,0
402904573997055|89002|1|24137,2011,1384.1538,1,3.0,0.0,0
616015927359190|89001|2|24140,2011,1986.882,4,4.0,3.0,0
930075941359630|89001|1|24140,2011,1694.3813,3,4.0,3.0,1
663482084909591|89001|1|24139,2011,3481.678,3,4.0,2.0,0
038953560998891|89001|1|24140,2011,3123.561,4,4.0,3.0,0
038953560998891|89001|2|24140,2011,3061.8186,4,4.0,3.0,0
051773560944192|89001|1|24140,2011,2983.2788,4,2.0,2.0,0
392985103078688|89001|2|24140,2011,3189.1582,4,4.0,3.0,0
530609944477360|89001|1|24140,2011,2983.2788,4,4.0,3.0,0
679450003680953|89001|1|24140,2011,2472.284,4,3.0,2.0,0
805004223109116|89001|2|24140,2011,2427.729,4,4.0,3.0,0
016893560992597|89001|1|24140,2011,3212.6528,4,4.0,3.0,0
919016966359430|89001|1|24140,2011,2892.1897,4,4.0,3.0,0
308095203092651|89001|1|24140,2011,2472.284,4,2.0,1.0,0
001453570997591|89001|1|24140,2011,3122.5679,4,4.0,3.0,0
