pkey,HRYEAR4,PWSSWGT,n_y1_teach,n_y2_obs,n_y2_nonsummer,leaver
056304450700100|89001|1|24140,2011,3378.577,4,4.0,3.0,0
062313570997991|89001|2|24140,2011,3159.4072,4,4.0,3.0,1
394994707044717|89001|1|24139,2011,2916.521,3,4.0,2.0,0
009393570997490|89001|1|24140,2011,3630.1653,4,4.0,3.0,0
009393570997490|89001|2|24140,2011,4004.664,2,4.0,3.0,1
080513570992691|89001|1|24140,2011,3814.6267,4,4.0,3.0,0
972027977359200|89001|1|24140,2011,3049.2278,4,3.0,2.0,1
968008952359410|89001|2|24140,2011,353.0238,4,4.0,3.0,0
899520246210953|89001|1|24140,2011,374.4026,4,4.0,3.0,0
979950490430953|89001|1|24140,2011,3359.6392,4,4.0,3.0,0
999170258140653|89001|1|24140,2011,2822.3477,1,4.0,3.0,0
810990068233679|89001|3|24138,2011,3799.8574,2,4.0,1.0,0
023014500991092|89001|1|24140,2011,3075.8215,4,4.0,3.0,0
610020929459950|89001|1|24140,2011,2197.3308,4,4.0,3.0,0
045204500693499|89001|2|24140,2011,2076.8665,4,4.0,3.0,0
604807042909068|89002|2|24137,2011,2441.4607,1,4.0,1.0,0
005905364895981|89001|1|24140,2011,2006.9344,3,4.0,3.0,0
030864510993096|89001|2|24140,2011,1950.6364,4,2.0,1.0,0
605905344697401|89001|2|24140,2011,1811.2211,4,4.0,3.0,0
905006634103321|89001|1|24140,2011,2356.7532,4,4.0,3.0,0
050925093743779|89001|2|24138,2011,2810.842,2,4.0,1.0,0
057714420952597|89001|3|24139,2011,3450.7458,3,1.0,1.0,0
905907524590652|89001|1|24140,2011,3660.37,4,4.0,3.0,0
104608264994312|89001|1|24139,2011,2853.9763,3,4.0,2.0,0
244140015900098|89001|1|24140,2011,465.1656,4,4.0,3.0,0
494985707082408|89001|1|24140,2011,504.2476,4,4.0,3.0,0
954004944459650|89001|1|24140,2011,496.1741,4,4.0,3.0,0
354984055908294|89001|2|24140,2011,2477.413,4,4.0,3.0,0
952095977459350|89001|2|24140,2011,1833.9692,3,4.0,3.0,0
995779050279408|89001|2|24140,2011,2879.6306,4,1.0,1.0,1
652096997459450|89001|2|24140,2011,264.8233,4,4.0,3.0,0
923076952459120|89001|3|24140,2011,337.7424,3,4.0,3.0,0
106076195440290|89001|1|24139,2011,448.2787,3,4.0,2.0,0
605003814104676|89001|2|24140,2011,371.2094,4,4.0,3.0,0
995047993459370|89001|2|24140,2011,4147.256,4,4.0,3.0,0
899910036550954|89001|1|24140,2011,3652.504,4,4.0,3.0,0
899910036550954|89001|2|24140,2011,4151.331,4,4.0,3.0,0
938599150659400|89001|1|24140,2011,3652.504,4,4.0,3.0,0
384145005001108|89001|1|24140,2011,4211.337,4,4.0,3.0,0
384145005001108|89001|2|24140,2011,4076.6785,4,4.0,3.0,0
398440320560404|89001|1|24137,2011,4510.5015,1,4.0,1.0,0
970485099743198|89001|2|24138,2011,3351.7214,2,4.0,1.0,0
340900089450518|89001|2|24138,2011,1386.023,2,3.0,0.0,0
969170592690944|89001|1|24139,2011,1463.6295,3,4.0,2.0,0
550006457414797|89001|2|24140,2011,336.0782,4,4.0,3.0,0
550006926590184|89001|4|24140,2011,327.596,4,4.0,3.0,0
675040947554710|89001|1|24140,2011,331.1506,4,4.0,3.0,0
031595410982196|89001|1|24139,2011,2296.121,3,4.0,2.0,0
115387055906798|89001|1|24140,2011,2888.9336,4,3.0,2.0,0
515488065001308|89001|1|24140,2011,3044.746,4,1.0,1.0,0
938506720100143|89001|1|24138,2011,2687.6934,2,4.0,1.0,0
509045407091391|89001|1|24140,2011,3095.6343,4,4.0,3.0,0
933619650059505|89001|2|24140,2011,2627.5547,4,4.0,3.0,0
558509970400114|89001|2|24140,2011,1294.883,4,4.0,3.0,1
499360610900955|89001|1|24140,2011,1278.7775,4,4.0,3.0,0
903094906559610|89001|1|24140,2011,995.4649,4,4.0,3.0,0
937055882549900|89001|2|24139,2011,1987.623,3,4.0,2.0,0
097065550949097|89001|1|24140,2011,2360.4207,4,4.0,3.0,0
995659850587501|89001|1|24140,2011,2407.3987,4,4.0,3.0,0
518065501041501|89001|1|24140,2011,2078.5225,4,4.0,3.0,0
965469550939501|89001|2|24140,2011,2140.4692,4,4.0,3.0,0
975149750509509|89001|1|24140,2011,2127.677,3,3.0,2.0,0
699170650960955|89001|1|24140,2011,366.4584,3,4.0,3.0,0
593975900015658|89001|2|24140,2011,242.9844,4,4.0,3.0,0
461091309100966|89001|1|24141,2011,2735.3274,4,4.0,4.0,0
007092154060510|89001|1|24141,2011,522.0842,4,4.0,4.0,0
007092154060510|89001|2|24141,2011,550.4632,4,4.0,4.0,0
921012705059550|89001|1|24140,2011,502.8093,3,4.0,3.0,0
661094569400459|89001|2|24141,2011,2944.894,4,4.0,4.0,0
137060499500993|89001|3|24138,2011,1854.6686,1,4.0,1.0,0
966068559500996|89001|2|24141,2011,2035.1697,4,4.0,4.0,0
467090349500985|89001|1|24141,2011,2024.0197,4,4.0,4.0,0
007036606089692|89001|2|24141,2011,4005.7898,4,4.0,4.0,0
016460660969482|89001|1|24141,2011,3090.0178,4,4.0,4.0,0
044410660998166|89001|3|24141,2011,3026.5432,4,2.0,2.0,0
093946700055669|89001|2|24141,2011,3773.5637,4,4.0,4.0,0
096626705042636|89001|2|24141,2011,3199.198,4,4.0,4.0,0
120660099706769|89001|1|24141,2011,3564.3955,4,2.0,2.0,0
120660099706769|89001|2|24141,2011,3568.223,4,2.0,2.0,0
130860094606619|89001|2|24141,2011,3048.0527,4,4.0,4.0,0
300600028055718|89001|1|24138,2011,3160.581,1,3.0,1.0,0
560599056909292|89001|1|24141,2011,3275.0354,3,3.0,3.0,0
660097096907895|89001|2|24141,2011,3136.974,4,4.0,4.0,0
816649060139006|89001|1|24141,2011,3044.7666,4,4.0,4.0,0
905901080896646|89001|2|24140,2011,3111.6377,3,3.0,3.0,0
022000560029401|89001|1|24140,2011,3197.2732,3,4.0,3.0,0
022000560029401|89001|2|24140,2011,3131.5332,3,4.0,3.0,0
094966701036607|89001|2|24141,2011,3225.2998,4,4.0,4.0,0
097706900019684|89001|1|24141,2011,3364.6096,4,4.0,4.0,0
300609931112488|89001|2|24138,2011,3040.5798,1,4.0,1.0,0
360891013906395|89001|1|24138,2011,3565.7312,1,4.0,1.0,0
679580976070950|89001|2|24140,2011,3149.7285,3,4.0,3.0,0
763092119600941|89001|2|24141,2011,3585.484,4,4.0,4.0,0
816469960849002|89001|2|24141,2011,3113.452,4,4.0,4.0,0
260759026909697|89001|1|24141,2011,3322.6245,4,4.0,4.0,0
560130044909190|89001|2|24139,2011,3070.521,2,4.0,2.0,0
006905810994348|89001|1|24141,2011,1498.065,4,4.0,4.0,0
280381036907379|89001|1|24141,2011,1502.8002,4,4.0,4.0,0
469077099800929|89001|1|24141,2011,1925.859,4,4.0,4.0,0
830982072905799|89001|2|24140,2011,1768.4001,3,4.0,3.0,0
270983070205149|89001|2|24140,2011,1649.5854,3,4.0,3.0,0
680284066909895|89001|1|24141,2011,1870.8232,4,4.0,4.0,0
848499960239006|89001|1|24141,2011,1938.7406,4,4.0,4.0,0
189910560330001|89001|1|24141,2011,1153.5897,4,3.0,3.0,0
720594075506529|89001|1|24141,2011,1057.1064,4,4.0,4.0,0
041030690966999|89001|1|24141,2011,1076.8124,4,4.0,4.0,1
120998071005409|89001|2|24140,2011,1167.434,3,4.0,3.0,0
600909902188679|89001|1|24141,2011,1108.022,4,4.0,4.0,1
661074569900959|89001|2|24141,2011,1176.2314,4,4.0,4.0,0
969440668240960|89001|1|24141,2011,1042.3,1,4.0,4.0,1
095946000087939|89001|2|24141,2011,1057.1064,4,4.0,4.0,0
600907983123375|89001|1|24141,2011,1176.2314,4,4.0,4.0,0
865072339900731|89001|1|24141,2011,1075.5977,4,4.0,4.0,0
865072339900731|89001|2|24141,2011,1150.0265,4,4.0,4.0,0
064105750000174|89001|2|24141,2011,402.2294,4,4.0,4.0,0
069650059270761|89001|2|24141,2011,476.255,4,4.0,4.0,0
300969260679109|89001|2|24141,2011,425.4336,4,4.0,4.0,0
570105000716440|89001|1|24141,2011,476.255,3,4.0,4.0,0
704902571291750|89001|2|24139,2011,378.1976,2,4.0,2.0,0
510107878592053|89001|1|24140,2011,425.026,3,4.0,3.0,0
920818097016539|89001|1|24141,2011,316.5025,4,4.0,4.0,0
940071147169550|89001|3|24141,2011,311.2041,4,4.0,4.0,1
021001016909396|89001|1|24141,2011,3411.501,4,4.0,4.0,0
021510006909997|89001|1|24141,2011,3110.7502,4,2.0,2.0,0
142200260090109|89001|1|24141,2011,3488.4963,4,4.0,4.0,0
521389016909795|89001|1|24141,2011,3451.9736,4,4.0,4.0,1
780927062513919|89001|1|24138,2011,3865.8254,1,4.0,1.0,0
780927062513919|89001|2|24138,2011,3616.5908,1,4.0,1.0,0
029081620956094|89001|2|24141,2011,4051.1003,4,4.0,4.0,0
050781620933490|89001|1|24141,2011,3029.2568,4,4.0,4.0,1
269710085600961|89001|2|24141,2011,2915.3757,1,4.0,4.0,1
289010562520961|89001|1|24141,2011,2915.3757,3,4.0,4.0,0
289230195530961|89001|2|24141,2011,3378.7654,4,4.0,4.0,0
470525093216169|89001|1|24141,2011,3540.3987,4,4.0,4.0,0
502649260099108|89001|2|24141,2011,2915.3757,4,4.0,4.0,0
950823092116359|89001|1|24141,2011,3473.8374,4,4.0,4.0,0
106900611994582|89001|1|24141,2011,3283.5632,4,4.0,4.0,0
021544044909596|89001|1|24139,2011,3831.586,1,3.0,1.0,1
094891420012103|89001|4|24139,2011,5355.1055,2,1.0,0.0,1
194956400094319|89001|2|24141,2011,3412.5232,4,4.0,4.0,0
464195049300991|89001|2|24141,2011,3412.5232,4,4.0,4.0,0
562197589300935|89001|1|24141,2011,3412.5232,4,4.0,4.0,0
952106960300164|89001|2|24140,2011,3972.074,3,4.0,3.0,0
231203026909397|89001|2|24141,2011,3920.5603,4,4.0,4.0,0
306900221993273|89001|2|24141,2011,4030.2903,4,4.0,4.0,0
631175046909297|89001|2|24141,2011,3679.9766,4,4.0,4.0,0
956053955139410|89001|2|24138,2011,2948.2107,1,4.0,1.0,1
115450760740107|89001|2|24141,2011,771.1784,4,2.0,2.0,0
610507944462698|89001|2|24141,2011,504.201,4,4.0,4.0,0
761203016909594|89001|1|24141,2011,1063.4808,4,4.0,4.0,0
104076502052652|89001|1|24141,2011,993.7119,4,4.0,4.0,0
193996001096609|89001|1|24141,2011,786.3079,4,4.0,4.0,0
761139006909792|89001|1|24141,2011,1059.6573,4,4.0,4.0,1
410709932027090|89001|1|24139,2011,3397.8953,2,2.0,2.0,0
157020860850107|89001|1|24141,2011,3103.3198,4,4.0,4.0,0
410709815835927|89001|1|24139,2011,3004.9048,2,3.0,2.0,0
471350054909993|89001|2|24139,2011,3287.013,2,1.0,0.0,1
669197749700952|89001|2|24141,2011,2902.8845,4,4.0,4.0,1
845194619700928|89001|2|24139,2011,3173.3486,2,4.0,2.0,0
868193577700788|89001|1|24141,2011,2467.946,4,4.0,4.0,0
071555026909193|89001|2|24141,2011,2735.2388,4,4.0,4.0,1
192956000068729|89001|1|24141,2011,3456.4072,4,4.0,4.0,0
871982096909865|89001|1|24141,2011,2457.8145,4,4.0,4.0,0
947589750969105|89001|1|24140,2011,3156.5168,3,4.0,3.0,0
410809909947190|89001|1|24139,2011,3073.5042,2,4.0,2.0,1
960199459800943|89001|2|24141,2011,2619.193,4,4.0,4.0,0
197956202007829|89001|1|24141,2011,3454.9792,4,4.0,4.0,0
140991095913059|89002|2|24138,2011,1553.54,1,4.0,1.0,0
467170939900958|89001|2|24141,2011,1123.6863,4,4.0,4.0,0
994260091140661|89001|1|24141,2011,1098.8514,4,4.0,4.0,0
117026800044931|89001|1|24141,2011,1269.44,4,4.0,4.0,0
620007922212497|89001|1|24141,2011,1584.4294,4,4.0,4.0,0
850807072426169|89001|1|24141,2011,1199.2051,1,2.0,2.0,1
864270229000982|89001|1|24141,2011,1209.2834,2,4.0,4.0,1
299916604028049|89001|2|24141,2011,1549.6957,4,4.0,4.0,0
420009989628192|89001|1|24139,2011,1402.961,2,4.0,2.0,0
293906600068139|89001|1|24141,2011,2339.5925,4,3.0,3.0,0
668290039100963|89001|1|24141,2011,1481.8744,4,4.0,4.0,0
206609862994251|89001|1|24141,2011,2276.7283,4,2.0,2.0,0
293966903098229|89001|1|24141,2011,3515.8176,4,4.0,4.0,0
909092983239960|89001|1|24138,2011,3165.0144,1,4.0,1.0,0
047282630110807|89001|2|24141,2011,572.5697,4,4.0,4.0,0
082002630694141|89001|1|24141,2011,457.4904,4,4.0,4.0,0
113020760420207|89001|1|24141,2011,545.276,4,4.0,4.0,0
933524160816200|89001|2|24141,2011,568.6887,4,4.0,4.0,1
011013126260000|89001|2|24141,2011,530.3904,4,4.0,4.0,0
232943066909060|89001|2|24141,2011,572.5697,4,4.0,4.0,0
863679760097205|89001|1|24141,2011,467.693,4,4.0,4.0,0
911033807269000|89001|2|24141,2011,471.1676,4,4.0,4.0,1
033342340994595|89001|2|24138,2011,1575.632,1,4.0,1.0,0
469080650160762|89001|2|24141,2011,1914.047,4,4.0,4.0,0
606906882996174|89001|1|24141,2011,1849.5466,4,4.0,4.0,0
620407945302391|89001|2|24141,2011,1903.1525,4,4.0,4.0,0
867276489400908|89001|2|24141,2011,1914.047,4,4.0,4.0,0
884849860049205|89001|1|24141,2011,1901.0729,4,4.0,4.0,0
447296359400708|89001|1|24139,2011,1318.2401,2,4.0,2.0,0
530854098526529|89001|1|24141,2011,2927.0588,4,4.0,4.0,0
568296239500993|89001|1|24141,2011,2927.0588,4,4.0,4.0,0
568296239500993|89001|2|24141,2011,3184.8767,4,4.0,4.0,0
568296239500993|89001|3|24141,2011,3184.8767,4,4.0,4.0,0
568296239500993|89001|4|24141,2011,3184.8767,4,4.0,4.0,0
290926109090554|89001|1|24141,2011,2857.921,4,4.0,4.0,0
589020124860962|89001|1|24141,2011,3181.0933,4,4.0,4.0,1
918045672269760|89001|2|24141,2011,2857.921,4,3.0,3.0,0
952095897269450|89001|1|24141,2011,2749.4807,3,4.0,4.0,0
162214076907391|89001|2|24141,2011,3258.106,4,4.0,4.0,0
620609933504649|89001|1|24141,2011,3483.313,4,4.0,4.0,0
669530375040962|89001|1|24141,2011,3714.6448,4,4.0,4.0,0
700663095326459|89001|1|24141,2011,3345.423,4,4.0,4.0,0
306608062990456|89001|2|24141,2011,2940.8418,4,4.0,4.0,0
007012670114101|89001|2|24141,2011,1483.2495,4,4.0,4.0,0
137820160280204|89001|2|24141,2011,2672.0715,4,4.0,4.0,0
160873076226469|89001|1|24141,2011,1570.6307,4,4.0,4.0,0
765278879700958|89001|1|24141,2011,1492.272,4,4.0,4.0,0
957279550777201|89001|1|24140,2011,1501.7778,3,4.0,3.0,0
095018116260060|89001|2|24141,2011,2157.1733,4,4.0,4.0,0
917088853269240|89001|1|24141,2011,2393.426,4,4.0,4.0,0
620806905887199|89001|2|24141,2011,2225.965,4,4.0,4.0,0
029702690786390|89001|1|24141,2011,2657.7024,3,4.0,4.0,0
770099860269230|89001|1|24141,2011,2713.9346,4,4.0,4.0,0
839439560759209|89001|2|24141,2011,2480.969,4,4.0,4.0,0
839609260797200|89001|2|24141,2011,3095.6548,4,4.0,4.0,0
910570198940062|89001|1|24141,2011,2713.9346,4,4.0,4.0,0
910660712780062|89001|1|24141,2011,2583.228,4,2.0,2.0,0
990197005126480|89001|2|24141,2011,2295.6936,4,4.0,4.0,0
020453500698298|89001|2|24140,2011,739.9971,3,4.0,3.0,0
369398409000931|89001|2|24141,2011,785.1949,4,4.0,4.0,0
480902067335519|89001|1|24140,2011,734.0627,3,4.0,3.0,0
505600453890890|89001|1|24140,2011,829.5331,3,4.0,3.0,1
821259660637300|89001|1|24141,2011,875.5468,4,4.0,4.0,0
630107984019297|89001|1|24141,2011,834.8918,4,4.0,4.0,0
232399349200605|89001|1|24138,2011,1150.0669,1,4.0,1.0,0
315006402031237|89001|2|24141,2011,1452.2976,4,3.0,3.0,0
461300250200433|89001|1|24141,2011,1186.5906,4,4.0,4.0,0
044042313360060|89001|1|24141,2011,1256.3065,4,4.0,4.0,1
252399349200105|89001|1|24140,2011,1415.8114,2,4.0,3.0,1
260940390160063|89001|2|24141,2011,1537.6246,4,4.0,4.0,0
662140060441303|89001|1|24141,2011,1256.3065,4,4.0,4.0,0
450128013636840|89001|2|24141,2011,1186.5906,4,4.0,4.0,0
906600153996882|89001|1|24141,2011,924.8095,3,4.0,4.0,0
440134012034350|89001|2|24139,2011,460.3105,2,4.0,2.0,1
530309901265562|89001|1|24140,2011,428.7441,2,4.0,3.0,1
633294013905578|89001|1|24138,2011,420.8783,1,1.0,0.0,1
930948094233789|89001|3|24138,2011,3496.0938,1,4.0,1.0,0
450741093535199|89001|1|24140,2011,2719.4883,3,4.0,3.0,0
564394839400976|89001|3|24141,2011,3895.836,4,4.0,4.0,0
740642091934899|89001|2|24139,2011,2477.5007,2,4.0,2.0,0
994269150119307|89001|1|24140,2011,3014.8672,3,4.0,3.0,0
479860414650953|89001|2|24140,2011,2887.1611,1,4.0,3.0,1
906603083992585|89001|1|24141,2011,1787.6025,4,4.0,4.0,0
397996106078682|89001|1|24141,2011,3156.8105,2,4.0,4.0,1
451394799600899|89001|1|24140,2011,3300.7737,2,4.0,3.0,0
394936704067609|89001|1|24141,2011,3061.4448,4,4.0,4.0,0
906607983990596|89001|2|24141,2011,2956.9546,4,4.0,4.0,1
918006671369270|89001|3|24141,2011,4210.5137,4,4.0,4.0,0
982046868369540|89001|2|24141,2011,3533.6174,4,4.0,4.0,0
956829750969304|89001|1|24140,2011,2576.9807,3,4.0,3.0,0
800865092636339|89001|2|24141,2011,3614.136,4,4.0,4.0,0
505907233894667|89001|1|24140,2011,3295.9917,3,1.0,0.0,0
967395599700907|89001|1|24141,2011,3107.9512,4,4.0,4.0,0
406908963991227|89001|1|24141,2011,3499.9353,4,4.0,4.0,0
430809916000193|89002|1|24139,2011,432.6844,2,4.0,2.0,0
894670519720663|89001|2|24141,2011,436.6265,4,4.0,4.0,0
983705076909062|89001|2|24141,2011,393.7684,3,4.0,4.0,1
463304530800281|89001|1|24141,2011,456.3718,4,3.0,3.0,0
630807964824698|89001|2|24141,2011,409.5154,4,4.0,4.0,0
927068618369680|89001|1|24141,2011,404.2953,4,4.0,4.0,0
109530160760301|89001|1|24141,2011,2588.3667,4,4.0,4.0,0
059413690961991|89001|2|24141,2011,2686.8167,4,4.0,4.0,1
396946200009989|89001|1|24141,2011,2527.4492,4,4.0,4.0,0
398956208094959|89001|1|24141,2011,3341.6458,4,1.0,1.0,0
893042096908262|89001|3|24141,2011,3456.3083,4,4.0,4.0,1
990695091136149|89001|1|24141,2011,2996.8005,4,4.0,4.0,0
999170258140653|89001|2|24140,2011,3217.9277,3,4.0,3.0,1
076003490689194|89001|1|24139,2011,2877.5835,1,4.0,2.0,0
677029976339640|89001|2|24138,2011,3156.698,1,4.0,1.0,1
464476919000919|89001|1|24141,2011,2047.4824,4,4.0,4.0,1
714215015001413|89001|1|24140,2011,2017.0825,3,4.0,3.0,0
160494229100909|89001|2|24141,2011,2445.978,4,4.0,4.0,0
206701254992331|89001|1|24141,2011,1921.3036,4,3.0,3.0,1
992062784459750|89001|1|24140,2011,3932.163,3,4.0,3.0,1
090314520994196|89001|1|24140,2011,2952.412,3,4.0,3.0,0
306907304793432|89001|1|24141,2011,2722.036,4,4.0,4.0,0
502349560129403|89001|2|24141,2011,3084.0518,4,4.0,4.0,0
724511046909599|89001|1|24141,2011,3082.0452,4,4.0,4.0,0
724674055001606|89001|2|24140,2011,3318.028,3,4.0,3.0,0
909062639449110|89001|1|24139,2011,2745.099,2,4.0,2.0,1
962089050129401|89001|1|24140,2011,3074.3152,3,4.0,3.0,0
290846099546819|89001|2|24141,2011,500.7245,4,4.0,4.0,0
469400364410764|89001|1|24141,2011,460.2008,4,4.0,4.0,0
804903844299374|89001|1|24139,2011,425.1922,2,3.0,2.0,0
998054106469810|89001|1|24141,2011,381.4096,3,4.0,4.0,1
998054106469810|89001|2|24141,2011,449.9481,4,4.0,4.0,0
033534440011208|89001|1|24139,2011,406.5746,2,4.0,2.0,0
049574540779592|89001|2|24140,2011,377.6551,3,4.0,3.0,0
406908044999614|89001|2|24141,2011,488.6768,4,3.0,3.0,0
606906634792794|89001|2|24141,2011,449.0444,4,4.0,4.0,0
195740760490401|89001|2|24141,2011,3275.759,4,4.0,4.0,0
492906607096599|89001|3|24141,2011,2300.0007,4,4.0,4.0,0
510090951220064|89001|2|24141,2011,3068.4524,4,4.0,4.0,0
035264370991790|89001|2|24138,2011,3470.8042,1,2.0,0.0,0
198980540540409|89002|3|24139,2011,3833.591,2,4.0,2.0,0
284094016907292|89001|1|24141,2011,3491.9497,4,4.0,4.0,0
284094016907292|89001|2|24141,2011,3052.889,4,4.0,4.0,0
348449640599409|89001|1|24139,2011,2383.601,2,4.0,2.0,1
402076009006892|89001|1|24141,2011,3073.1262,4,4.0,4.0,0
403005006062821|89001|1|24140,2011,3532.3318,1,4.0,3.0,1
405094804095891|89001|2|24139,2011,3938.4395,2,4.0,2.0,0
490886094946459|89001|1|24141,2011,2984.7563,4,1.0,1.0,0
490915405001838|89001|2|24140,2011,3420.3167,3,4.0,3.0,1
178180360300409|89001|2|24141,2011,2995.5344,4,4.0,4.0,1
496936100044889|89001|2|24141,2011,2928.7976,4,4.0,4.0,0
980586096144478|89001|1|24139,2011,3567.2605,2,3.0,2.0,0
006603124993468|89001|2|24141,2011,3007.297,4,4.0,4.0,0
684024036909267|89001|1|24141,2011,3154.8398,4,4.0,4.0,0
306908964997438|89001|1|24141,2011,2426.473,4,4.0,4.0,0
640806960199596|89001|2|24141,2011,3262.664,4,4.0,4.0,0
988959550579409|89001|1|24140,2011,3559.4924,3,4.0,3.0,1
998329050619400|89001|1|24140,2011,3752.741,1,4.0,3.0,1
967069894469700|89001|2|24141,2011,1572.2986,4,4.0,4.0,0
989140187620944|89001|2|24139,2011,1422.013,2,4.0,2.0,0
030069133460520|89001|2|24141,2011,1680.1484,4,4.0,4.0,0
496906208052977|89001|2|24141,2011,1615.1969,1,4.0,4.0,0
794252035001201|89001|2|24140,2011,1882.3625,2,4.0,3.0,0
809869160449409|89001|2|24141,2011,1881.3444,4,4.0,4.0,0
010310435570165|89001|1|24141,2011,311.2681,4,3.0,3.0,0
067495600699744|89001|1|24141,2011,320.2897,4,3.0,3.0,0
150270560770501|89001|1|24141,2011,310.4285,4,4.0,4.0,1
150270560770501|89001|2|24141,2011,336.3619,4,4.0,4.0,0
265565949000979|89001|2|24141,2011,320.2897,4,4.0,4.0,0
055695600786899|89001|1|24141,2011,325.1665,4,4.0,4.0,0
505074035908392|89001|3|24140,2011,340.2335,3,4.0,3.0,1
505869096409665|89001|1|24141,2011,319.0572,4,4.0,4.0,0
941319950729506|89001|1|24140,2011,3356.4814,3,1.0,1.0,0
019071169560440|89001|1|24141,2011,3800.1997,4,4.0,4.0,0
189780514570965|89001|2|24141,2011,2343.2644,4,4.0,4.0,0
215487086909493|89001|2|24141,2011,3438.065,4,4.0,4.0,0
470913091853999|89001|1|24138,2011,2483.5935,1,4.0,1.0,1
579976400029199|89001|1|24141,2011,2343.2644,4,4.0,4.0,0
977041806569430|89001|2|24141,2011,2626.3882,4,4.0,4.0,0
815444016909994|89001|1|24141,2011,4261.4614,4,4.0,4.0,0
815444016909994|89001|2|24141,2011,3787.302,4,4.0,4.0,0
261577879300959|89001|1|24141,2011,2559.617,4,4.0,4.0,0
012083195560770|89001|2|24141,2011,2614.525,4,4.0,4.0,0
078155630939792|89001|1|24141,2011,2540.8816,4,4.0,4.0,0
373929760189505|89001|2|24141,2011,2855.1067,4,4.0,4.0,0
564598429300973|89001|2|24141,2011,2597.153,4,4.0,4.0,0
061592259300937|89001|1|24141,2011,2360.869,4,4.0,4.0,0
306900895995564|89001|2|24141,2011,1016.208,4,4.0,4.0,0
506902605991185|89001|1|24141,2011,1637.8329,2,4.0,4.0,0
106708265994315|89001|1|24141,2011,1909.3956,3,2.0,2.0,0
106708265994315|89001|2|24141,2011,2091.484,3,2.0,2.0,0
155604054909178|89001|2|24139,2011,1828.5859,2,4.0,2.0,0
506703565996485|89001|1|24141,2011,2169.6606,4,4.0,4.0,0
206904085992926|89001|1|24141,2011,277.7431,4,4.0,4.0,0
671066905539890|89001|3|24138,2011,331.8464,1,4.0,1.0,0
906609705942496|89001|1|24141,2011,230.0458,4,4.0,4.0,0
700917094907159|89001|1|24142,2011,2910.0647,4,4.0,4.0,0
901051665069630|89001|1|24141,2011,2705.7131,3,4.0,4.0,0
030914064807579|89001|2|24142,2011,3353.55,4,1.0,1.0,0
954052925079250|89001|1|24142,2011,374.3582,4,4.0,4.0,0
299980101650970|89001|1|24142,2011,377.6004,4,4.0,4.0,0
960929062707349|89001|1|24142,2011,376.9965,4,4.0,4.0,0
707904810894514|89001|1|24142,2011,3414.2212,4,4.0,4.0,0
700409996717665|89001|1|24142,2011,4294.702,4,4.0,4.0,0
599860587890670|89001|3|24142,2011,1622.9181,4,4.0,4.0,0
600506995685996|89001|2|24141,2011,2002.8394,3,4.0,4.0,1
985989670786005|89001|2|24142,2011,1560.2018,4,4.0,4.0,0
205604620895555|89001|2|24140,2011,2094.8816,2,4.0,3.0,0
160389027609294|89001|1|24142,2011,3605.912,3,4.0,4.0,0
250766097407329|89001|1|24142,2011,3605.912,4,4.0,4.0,0
560967097207679|89001|2|24142,2011,2756.1116,4,4.0,4.0,0
699520987050970|89001|1|24142,2011,3308.0464,4,4.0,4.0,0
700609949252366|89001|1|24142,2011,3327.235,2,4.0,4.0,1
700609973562783|89001|4|24142,2011,2885.8066,4,4.0,4.0,0
700609978592063|89001|2|24142,2011,3308.0464,4,3.0,3.0,0
700963098907139|89001|2|24142,2011,3308.0464,3,4.0,4.0,1
707004860102226|89001|1|24142,2011,3059.49,4,4.0,4.0,0
720564095506529|89001|1|24141,2011,3064.5713,3,4.0,4.0,0
946369970329002|89001|2|24142,2011,2954.0383,1,3.0,3.0,1
988026989079470|89001|1|24142,2011,3372.624,4,4.0,4.0,0
988026989079470|89001|2|24142,2011,2948.4744,4,4.0,4.0,0
022520760921399|89001|1|24142,2011,2801.955,3,4.0,4.0,0
029850760983268|89001|1|24142,2011,3026.151,4,4.0,4.0,0
160387057906798|89001|2|24142,2011,3017.9915,4,4.0,4.0,0
260523046605699|89001|1|24141,2011,2788.2288,3,4.0,4.0,0
700609902782788|89001|1|24142,2011,2864.435,4,4.0,4.0,0
700609902782788|89001|2|24142,2011,3291.8362,4,4.0,4.0,0
959026212079230|89001|1|24142,2011,3068.957,4,4.0,4.0,0
980046935079740|89001|1|24142,2011,2949.993,4,3.0,3.0,0
093926107054817|89001|3|24141,2011,1792.1564,3,4.0,4.0,0
899980910530970|89001|1|24142,2011,1681.1136,4,4.0,4.0,0
899990360980970|89001|2|24142,2011,1606.188,4,4.0,4.0,0
