group,dlog
stayer,-8.7
stayer,-150.94
stayer,26.24
stayer,75.5
stayer,8.22
stayer,42.36
stayer,-14.39
stayer,26.24
stayer,73.0
stayer,18.23
stayer,-55.96
stayer,63.87
stayer,51.7
stayer,-48.34
stayer,-31.02
stayer,5.72
stayer,-3.28
stayer,102.17
stayer,-55.34
stayer,118.34
stayer,8.86
stayer,37.47
stayer,-26.91
stayer,9.76
stayer,-122.38
stayer,-51.08
stayer,34.48
stayer,51.08
stayer,-4.08
stayer,-62.67
stayer,-36.89
stayer,-150.41
stayer,109.58
stayer,78.85
stayer,-6.19
stayer,94.45
stayer,-42.2
stayer,-11.39
stayer,-83.29
stayer,-97.46
stayer,-5.94
stayer,-5.94
stayer,-21.03
stayer,0.0
stayer,-61.52
stayer,46.73
stayer,13.61
stayer,0.0
stayer,39.54
stayer,104.98
stayer,5.13
stayer,47.54
stayer,13.35
stayer,33.31
stayer,1.32
stayer,-19.74
stayer,20.07
stayer,-6.14
stayer,-10.11
stayer,-1.23
stayer,-1.53
stayer,17.08
stayer,-21.16
stayer,0.0
stayer,244.23
stayer,42.74
stayer,-4.33
stayer,18.23
stayer,-15.42
stayer,-13.88
stayer,-8.79
stayer,11.43
stayer,8.0
stayer,-22.31
stayer,0.0
stayer,19.42
stayer,-0.0
stayer,-128.09
stayer,48.08
stayer,36.77
stayer,10.54
stayer,-98.08
stayer,0.0
stayer,6.06
stayer,119.87
stayer,-9.82
stayer,-44.63
stayer,16.02
stayer,72.7
stayer,4.65
stayer,-7.8
stayer,-38.3
stayer,-9.93
stayer,0.0
stayer,39.64
stayer,160.94
stayer,94.1
stayer,47.0
stayer,6.45
stayer,62.22
stayer,52.61
stayer,-1.95
stayer,-13.35
stayer,-55.0
stayer,-31.02
stayer,3.24
stayer,-9.53
stayer,19.85
stayer,193.49
stayer,-12.52
stayer,18.23
stayer,-4.08
stayer,60.07
stayer,12.94
stayer,-8.0
stayer,0.0
stayer,-17.59
stayer,13.35
stayer,-1.21
stayer,-84.01
stayer,30.47
stayer,1.53
stayer,-52.22
stayer,0.0
stayer,-22.31
stayer,6.45
stayer,0.0
stayer,27.44
stayer,12.52
stayer,0.0
stayer,18.23
stayer,9.02
stayer,53.68
stayer,1.44
stayer,1.44
stayer,3.92
stayer,3.97
stayer,15.21
stayer,4.51
stayer,7.41
stayer,0.0
stayer,187.18
stayer,-9.8
stayer,69.31
stayer,-20.76
stayer,-112.39
stayer,-0.71
stayer,38.57
stayer,-69.31
stayer,20.18
stayer,-66.27
stayer,22.31
stayer,-28.16
stayer,12.17
stayer,10.14
stayer,69.31
stayer,-63.49
stayer,22.31
stayer,-13.35
stayer,21.51
stayer,-43.67
stayer,33.64
stayer,18.24
stayer,15.63
stayer,9.91
stayer,-28.77
stayer,0.0
stayer,-21.22
stayer,4.96
stayer,0.0
stayer,-51.51
stayer,-35.67
stayer,61.9
stayer,-22.31
stayer,16.86
stayer,62.86
stayer,-112.06
stayer,0.0
stayer,-5.13
stayer,24.69
stayer,-18.23
stayer,10.27
stayer,18.23
stayer,100.06
stayer,7.7
stayer,-54.42
stayer,22.31
stayer,160.03
stayer,3.92
stayer,-9.1
stayer,0.0
stayer,22.31
stayer,8.22
stayer,51.58
stayer,0.0
stayer,8.59
stayer,-19.61
stayer,8.0
stayer,-18.93
stayer,38.82
stayer,-3.82
stayer,-122.87
stayer,-438.2
stayer,11.33
stayer,51.08
stayer,-394.59
stayer,-3.57
stayer,-20.07
stayer,23.56
stayer,40.52
stayer,19.24
stayer,-54.65
stayer,-9.1
stayer,93.33
stayer,-1.03
stayer,-95.27
stayer,-3.39
stayer,-3.39
stayer,4.08
stayer,22.31
stayer,3.35
stayer,87.08
stayer,5.34
stayer,51.08
stayer,-69.31
stayer,-82.1
stayer,114.86
stayer,81.09
stayer,-36.77
stayer,8.0
stayer,353.81
stayer,-17.19
stayer,-33.25
stayer,0.0
stayer,73.76
stayer,5.13
stayer,-4.08
stayer,-37.16
stayer,0.0
stayer,-26.24
stayer,3.08
stayer,6.06
stayer,-97.24
stayer,-31.24
stayer,75.63
stayer,14.97
stayer,37.73
stayer,37.47
stayer,-87.55
stayer,-82.67
stayer,-90.08
stayer,160.94
stayer,78.85
stayer,5.78
stayer,219.72
stayer,-264.64
stayer,-24.69
stayer,88.73
stayer,69.31
stayer,37.16
stayer,-271.43
stayer,49.88
stayer,8.89
stayer,-64.19
stayer,4.73
stayer,95.55
stayer,1.57
stayer,-3.03
stayer,23.64
stayer,0.0
stayer,-1.9
stayer,2.82
stayer,5.33
stayer,-9.53
stayer,-91.63
stayer,-9.68
stayer,87.71
stayer,14.66
stayer,-26.24
stayer,78.85
stayer,7.52
stayer,0.0
stayer,104.98
stayer,4.08
stayer,-25.4
stayer,4.18
stayer,15.42
stayer,0.0
stayer,7.04
stayer,7.84
stayer,6.45
stayer,4.45
stayer,-109.86
stayer,-1.9
stayer,141.71
stayer,0.84
stayer,-17.44
stayer,7.76
stayer,18.23
stayer,610.13
stayer,3.92
stayer,-19.17
stayer,-41.99
stayer,15.08
stayer,0.0
stayer,-33.65
stayer,12.03
stayer,6.06
stayer,-270.81
stayer,138.63
stayer,18.23
stayer,55.0
stayer,0.0
stayer,197.23
stayer,0.0
stayer,19.19
stayer,-2.06
stayer,150.66
stayer,69.31
stayer,0.0
stayer,17.87
stayer,-0.99
stayer,69.94
stayer,35.42
stayer,-113.94
stayer,8.84
stayer,11.49
stayer,22.31
stayer,43.08
stayer,-179.15
stayer,103.89
stayer,20.76
stayer,-1.07
stayer,-16.86
stayer,-68.87
stayer,-2.11
stayer,-26.83
stayer,164.22
stayer,91.63
stayer,114.51
stayer,-82.1
stayer,14.31
stayer,137.37
stayer,17.37
stayer,-4.09
stayer,0.0
stayer,42.61
stayer,-0.89
stayer,-49.44
stayer,-49.06
stayer,-1.06
stayer,7.41
stayer,1.27
stayer,-8.34
stayer,22.31
stayer,2.25
stayer,44.63
stayer,137.37
stayer,-66.5
stayer,13.98
stayer,8.7
stayer,102.72
stayer,-26.24
stayer,0.0
stayer,193.79
stayer,-10.54
stayer,-65.06
stayer,2.2
stayer,-0.81
stayer,18.92
stayer,-93.83
stayer,146.63
stayer,-2.96
stayer,-1.83
stayer,5.13
stayer,40.55
stayer,29.4
stayer,75.38
stayer,-69.31
stayer,-3.51
stayer,-28.77
stayer,0.0
stayer,28.77
stayer,-17.03
stayer,-4.51
stayer,4.73
stayer,-48.1
stayer,104.98
stayer,-2.9
stayer,0.0
stayer,-39.83
stayer,1.27
stayer,-0.12
stayer,-55.96
stayer,4.08
stayer,-123.97
stayer,14.33
stayer,112.03
stayer,196.17
stayer,188.39
stayer,19.5
stayer,6.28
stayer,67.74
stayer,146.63
stayer,3.39
stayer,0.0
stayer,-3.92
stayer,-78.02
stayer,7.35
stayer,-51.08
stayer,-8.0
stayer,9.31
stayer,53.06
stayer,0.0
stayer,69.31
stayer,8.0
stayer,15.42
stayer,67.35
stayer,-8.96
stayer,9.91
stayer,6.9
stayer,78.85
stayer,-46.16
stayer,38.04
stayer,0.0
stayer,21.36
stayer,6.9
stayer,15.42
stayer,11.78
stayer,0.0
stayer,-4.55
stayer,10.54
stayer,-35.67
stayer,11.78
stayer,-2.82
stayer,34.25
stayer,-47.0
stayer,-73.0
stayer,11.33
stayer,-2.11
stayer,452.51
stayer,-73.46
stayer,23.77
stayer,-33.21
stayer,-60.61
stayer,9.13
stayer,-4.55
stayer,11.12
stayer,-8.52
stayer,-4.45
stayer,-4.26
stayer,87.55
stayer,0.0
stayer,8.9
stayer,0.0
stayer,6.06
stayer,-2.93
stayer,0.0
stayer,9.53
stayer,-5.83
stayer,-9.53
stayer,35.67
stayer,0.0
stayer,0.0
stayer,152.35
stayer,68.18
stayer,-116.32
stayer,5.31
stayer,-133.5
stayer,10.8
stayer,20.76
stayer,22.87
stayer,-19.24
stayer,93.28
stayer,9.53
stayer,-13.35
stayer,4.08
stayer,141.37
stayer,6.9
stayer,0.0
stayer,53.9
stayer,44.63
stayer,-24.85
stayer,-28.77
stayer,69.31
stayer,-207.94
stayer,0.0
stayer,-15.42
stayer,43.84
stayer,63.6
stayer,8.7
stayer,102.96
stayer,2.56
stayer,-11.33
stayer,0.0
stayer,28.77
stayer,-10.23
stayer,3.92
stayer,22.31
stayer,2.2
stayer,-61.62
stayer,-160.94
stayer,-57.54
stayer,7.76
stayer,5.41
stayer,2.35
stayer,5.14
stayer,-9.91
stayer,5.31
stayer,0.0
stayer,-1.55
stayer,-39.3
stayer,-27.33
stayer,20.59
stayer,20.29
stayer,0.0
stayer,-91.63
stayer,0.0
stayer,18.96
stayer,4.65
stayer,0.0
stayer,1.44
stayer,-10.92
stayer,17.59
stayer,-2.9
stayer,0.0
stayer,-120.4
stayer,8.69
stayer,0.0
stayer,8.34
stayer,14.76
stayer,6.45
stayer,0.0
stayer,2.11
stayer,13.88
stayer,2.53
stayer,237.16
stayer,24.01
stayer,13.98
stayer,18.23
stayer,93.13
stayer,0.0
stayer,20.29
stayer,-27.44
stayer,49.51
stayer,-32.36
stayer,17.87
stayer,13.1
stayer,0.0
stayer,15.7
stayer,36.46
stayer,11.0
stayer,26.97
stayer,-2.53
stayer,3.87
stayer,4.08
stayer,-7.7
stayer,18.23
stayer,81.57
stayer,2.6
stayer,-19.24
stayer,5.13
stayer,16.71
stayer,30.75
stayer,22.31
stayer,-150.83
stayer,-184.37
stayer,19.53
stayer,142.96
stayer,-63.21
stayer,45.2
stayer,-22.31
stayer,-51.08
stayer,22.31
stayer,0.0
stayer,-4.26
stayer,20.97
stayer,6.45
stayer,-34.83
stayer,28.77
stayer,3.08
stayer,22.68
stayer,-18.23
stayer,7.55
stayer,5.41
stayer,6.9
stayer,-7.41
stayer,-27.85
stayer,0.0
stayer,20.07
stayer,61.52
stayer,11.78
stayer,39.83
stayer,32.85
stayer,1.54
stayer,22.31
stayer,-34.83
stayer,-6.9
stayer,-5.23
stayer,13.01
stayer,17.1
stayer,-3.94
stayer,14.31
stayer,0.0
stayer,106.78
stayer,9.1
stayer,37.11
stayer,0.0
stayer,35.48
stayer,-4.28
stayer,-109.86
stayer,12.52
stayer,28.77
stayer,29.1
stayer,-20.83
stayer,79.63
stayer,-38.93
stayer,65.06
stayer,0.0
stayer,-75.14
stayer,69.31
stayer,4.96
stayer,19.54
stayer,-28.68
stayer,0.0
stayer,-48.55
stayer,58.78
stayer,40.55
stayer,-38.57
stayer,-3.92
stayer,2.63
stayer,4.88
stayer,95.98
stayer,-6.45
stayer,290.87
stayer,21.87
stayer,23.36
stayer,-156.86
stayer,15.86
stayer,0.0
stayer,5.26
stayer,-24.69
stayer,4.08
stayer,0.0
stayer,-31.59
stayer,34.57
stayer,-50.51
stayer,0.0
stayer,-11.78
stayer,-13.88
stayer,4.35
stayer,-34.22
stayer,-35.67
stayer,52.2
stayer,15.15
stayer,-51.08
stayer,0.0
stayer,17.87
stayer,9.31
stayer,-3.92
stayer,26.24
stayer,10.54
stayer,20.07
stayer,-126.23
stayer,5.56
stayer,33.65
stayer,-17.44
stayer,-28.77
stayer,2.11
stayer,9.89
stayer,19.87
stayer,0.0
stayer,2.79
stayer,552.15
stayer,21.36
stayer,50.55
stayer,-109.86
stayer,1.68
stayer,1.68
stayer,-31.24
stayer,0.0
stayer,58.78
stayer,13.52
stayer,-2.9
stayer,23.94
stayer,23.43
stayer,5.13
stayer,15.42
stayer,2.74
stayer,0.0
stayer,-29.47
stayer,5.72
stayer,433.07
stayer,22.31
stayer,0.0
stayer,2.99
stayer,6.9
stayer,29.28
stayer,-20.76
stayer,-44.7
stayer,-19.23
stayer,-29.73
stayer,12.26
stayer,124.13
stayer,-16.91
stayer,33.35
stayer,-40.55
stayer,8.0
stayer,9.83
stayer,0.0
stayer,2.15
stayer,-107.45
stayer,36.77
stayer,51.59
stayer,-4.0
stayer,4.08
stayer,9.31
stayer,91.63
stayer,15.42
stayer,-116.32
stayer,-58.78
stayer,-122.38
stayer,4.45
stayer,3.85
stayer,0.0
stayer,2.67
stayer,-14.3
stayer,10.18
stayer,40.55
stayer,5.31
stayer,-1.6
stayer,47.45
stayer,15.42
stayer,0.0
stayer,0.0
stayer,-32.54
stayer,0.0
stayer,44.18
stayer,54.16
stayer,-3.92
stayer,19.92
stayer,105.21
stayer,8.96
stayer,4.08
stayer,7.15
stayer,-26.24
stayer,-53.88
stayer,55.0
stayer,8.34
stayer,5.93
stayer,26.97
stayer,-58.78
stayer,-37.16
stayer,-16.13
stayer,8.01
stayer,40.55
stayer,-33.65
stayer,-2.3
stayer,87.05
stayer,4.45
stayer,25.13
stayer,-31.29
stayer,-33.35
stayer,21.03
stayer,-79.49
stayer,14.46
stayer,6.64
stayer,22.31
stayer,31.85
stayer,62.86
stayer,-12.52
stayer,-4.35
stayer,42.2
stayer,-67.27
stayer,-16.71
stayer,9.21
stayer,22.31
stayer,35.67
stayer,-58.31
stayer,-9.53
stayer,-90.45
stayer,6.9
stayer,145.63
stayer,0.0
stayer,37.25
stayer,-17.44
stayer,62.86
stayer,27.33
stayer,-6.32
stayer,-55.0
stayer,12.78
stayer,-26.24
stayer,8.96
stayer,25.97
stayer,-33.65
stayer,-48.55
stayer,33.65
stayer,0.0
stayer,1.63
stayer,-55.96
stayer,0.0
stayer,16.25
stayer,0.0
stayer,0.0
stayer,10.54
stayer,-57.98
stayer,0.0
stayer,31.72
stayer,37.73
stayer,0.0
stayer,1.01
stayer,-6.9
stayer,22.31
stayer,27.44
stayer,-8.4
stayer,3.08
stayer,18.23
stayer,24.12
stayer,14.31
stayer,41.17
stayer,70.35
stayer,190.95
stayer,-85.57
stayer,10.27
stayer,71.38
stayer,25.13
stayer,129.93
stayer,-4.2
stayer,4.08
stayer,-4.08
stayer,55.34
stayer,-42.81
stayer,48.86
stayer,-8.7
stayer,201.49
stayer,-188.71
stayer,102.17
stayer,150.41
stayer,-105.31
stayer,82.1
stayer,38.44
stayer,23.11
stayer,-49.64
stayer,8.26
stayer,5.41
stayer,-24.42
stayer,8.52
stayer,25.59
stayer,13.98
stayer,47.0
stayer,66.78
stayer,221.92
stayer,31.3
stayer,0.3
stayer,28.77
stayer,-4.88
stayer,18.23
stayer,0.0
stayer,8.7
stayer,-51.08
stayer,-114.52
stayer,-13.35
stayer,-8.34
stayer,32.54
stayer,38.87
stayer,-65.39
stayer,-14.46
stayer,-38.51
stayer,-8.0
stayer,-15.91
stayer,7.8
stayer,1.26
stayer,6.36
stayer,-29.73
stayer,29.53
stayer,0.0
stayer,-4.88
stayer,-11.25
stayer,-16.63
stayer,12.86
stayer,95.02
stayer,8.7
stayer,0.0
stayer,10.54
stayer,0.0
stayer,10.54
stayer,4.73
stayer,100.33
stayer,-270.81
stayer,20.63
stayer,-5.56
stayer,0.0
stayer,-5.13
stayer,3.39
stayer,263.91
stayer,4.0
stayer,151.63
stayer,-32.72
stayer,7.7
stayer,4.14
stayer,-31.85
stayer,6.45
stayer,0.0
stayer,-109.86
stayer,2.53
stayer,-40.54
stayer,5.94
stayer,4.35
stayer,-40.55
stayer,0.0
stayer,-13.61
stayer,18.23
stayer,-3.92
stayer,193.39
stayer,18.23
stayer,-22.31
stayer,-16.84
stayer,-34.69
stayer,9.53
stayer,-28.03
stayer,60.61
stayer,0.0
stayer,40.55
stayer,-2.2
stayer,28.26
stayer,289.39
stayer,-74.33
stayer,-6.9
stayer,180.18
stayer,-69.31
stayer,13.98
stayer,-7.41
stayer,11.78
stayer,10.54
stayer,15.42
stayer,66.9
stayer,4.88
stayer,1.86
stayer,90.62
stayer,-127.3
stayer,0.0
stayer,152.24
stayer,11.33
stayer,-35.67
stayer,10.54
stayer,36.46
stayer,55.0
stayer,6.45
stayer,0.0
stayer,-9.53
stayer,34.09
stayer,49.25
stayer,-2.11
stayer,0.0
stayer,10.92
stayer,9.16
stayer,-31.24
stayer,1.98
stayer,0.0
stayer,50.08
stayer,49.25
stayer,-98.67
stayer,20.15
stayer,31.24
stayer,-55.96
stayer,214.01
stayer,11.78
stayer,4.08
stayer,21.22
stayer,0.0
stayer,-5.92
stayer,51.08
stayer,-4.8
stayer,-22.31
stayer,19.89
stayer,-10.54
stayer,-8.7
stayer,28.77
stayer,-77.31
stayer,-27.44
stayer,-23.36
stayer,120.4
stayer,-58.78
stayer,-31.85
stayer,-54.23
stayer,8.05
stayer,-7.23
stayer,-7.02
stayer,3.28
stayer,13.98
stayer,-9.53
stayer,0.7
stayer,26.24
stayer,4.88
stayer,31.85
stayer,0.0
stayer,289.04
stayer,-139.24
stayer,33.55
stayer,74.72
stayer,25.21
stayer,-50.41
stayer,-37.74
stayer,2.25
stayer,0.0
stayer,96.43
stayer,-42.9
stayer,-58.78
stayer,-47.0
stayer,58.78
stayer,19.42
stayer,12.41
stayer,-15.12
stayer,-1.83
stayer,34.29
stayer,-4.88
stayer,1.89
stayer,-87.55
stayer,5.13
stayer,-53.68
stayer,-10.54
stayer,38.87
stayer,25.13
stayer,-31.85
stayer,112.7
stayer,-24.69
stayer,4.2
stayer,2.41
stayer,-9.53
stayer,97.34
stayer,-13.35
stayer,-3.39
stayer,-21.4
stayer,3.57
stayer,-26.24
stayer,35.45
stayer,36.69
stayer,9.94
stayer,-64.0
stayer,16.13
stayer,-10.39
stayer,81.09
stayer,22.31
stayer,-55.0
stayer,0.0
stayer,52.13
stayer,40.55
stayer,-69.31
stayer,112.01
stayer,18.23
stayer,58.78
stayer,67.37
stayer,129.1
stayer,23.64
stayer,7.23
stayer,29.38
stayer,-9.02
stayer,-39.86
stayer,3.17
stayer,3.82
stayer,8.7
stayer,-0.64
stayer,57.54
stayer,-31.95
stayer,22.31
stayer,-4.88
stayer,-30.42
stayer,-5.13
stayer,10.53
stayer,-69.31
stayer,-16.33
stayer,-67.63
stayer,189.71
stayer,-75.77
stayer,50.21
stayer,19.72
stayer,-73.15
stayer,-1.07
stayer,21.36
stayer,35.67
stayer,33.47
stayer,-114.26
stayer,-11.12
stayer,10.54
stayer,-131.73
stayer,-18.23
stayer,35.67
stayer,3.13
stayer,-22.31
stayer,-20.27
stayer,0.0
stayer,536.29
stayer,22.31
stayer,10.54
stayer,-11.78
stayer,-15.42
stayer,-12.52
stayer,138.63
stayer,-8.09
stayer,-11.78
stayer,2.02
stayer,1.53
stayer,15.62
stayer,9.13
stayer,4.53
stayer,7.88
stayer,5.56
stayer,47.96
stayer,-22.31
stayer,-1.66
stayer,0.0
stayer,-27.44
stayer,0.0
stayer,-18.87
stayer,1.55
stayer,-51.08
stayer,7.41
stayer,-24.61
stayer,-32.89
stayer,55.96
stayer,120.4
stayer,-3.57
stayer,-33.65
stayer,12.14
stayer,0.0
stayer,91.63
stayer,18.23
stayer,-0.8
stayer,14.31
stayer,-25.34
stayer,-22.88
stayer,18.23
stayer,10.82
stayer,-214.01
stayer,44.03
stayer,160.94
stayer,16.09
stayer,29.63
stayer,-111.04
stayer,48.19
stayer,35.67
stayer,-5.31
stayer,-18.23
stayer,0.0
stayer,-51.79
stayer,138.63
stayer,22.31
stayer,8.7
stayer,4.17
stayer,33.65
stayer,1.57
stayer,14.31
stayer,-12.29
stayer,30.54
stayer,1.6
stayer,-10.97
stayer,0.0
stayer,24.12
stayer,5.97
stayer,70.62
stayer,-29.73
stayer,-28.77
stayer,11.65
stayer,234.18
stayer,-6.45
stayer,89.87
stayer,14.31
stayer,1.68
stayer,55.96
stayer,-41.07
stayer,42.17
stayer,1.12
stayer,-19.67
stayer,9.16
stayer,-133.5
stayer,-36.77
stayer,16.13
stayer,-41.28
stayer,-30.36
stayer,-0.92
stayer,0.0
stayer,4.24
stayer,-22.31
stayer,7.6
stayer,22.31
stayer,-59.14
stayer,24.12
stayer,195.77
stayer,-77.65
stayer,4.65
stayer,-14.71
stayer,28.77
stayer,32.21
stayer,4.26
stayer,-87.55
stayer,87.55
stayer,187.18
stayer,2.13
stayer,-77.65
stayer,0.0
stayer,-38.3
stayer,68.06
stayer,5.11
stayer,7.02
stayer,-18.23
stayer,249.29
stayer,38.89
stayer,-55.96
stayer,-47.0
stayer,-90.97
stayer,-1.44
stayer,-2.61
stayer,-4.88
stayer,-138.63
stayer,-36.77
stayer,-84.16
stayer,25.13
stayer,334.64
stayer,66.78
stayer,18.23
stayer,47.27
stayer,-40.55
stayer,-69.31
stayer,66.68
stayer,10.66
stayer,51.08
stayer,8.7
stayer,28.77
stayer,51.08
stayer,-58.39
stayer,145.32
stayer,-14.94
stayer,201.49
stayer,-82.93
stayer,-31.02
stayer,-31.52
stayer,2.61
stayer,9.84
stayer,-62.84
stayer,-15.42
stayer,2.47
stayer,-11.78
stayer,-0.66
stayer,-3.28
stayer,-108.33
stayer,42.99
stayer,6.45
stayer,-35.67
stayer,10.54
stayer,22.31
stayer,-0.25
stayer,-31.85
stayer,15.96
stayer,54.85
stayer,-160.94
stayer,11.51
stayer,-13.98
stayer,38.08
stayer,-0.37
stayer,-39.67
stayer,95.55
stayer,28.77
stayer,21.82
stayer,22.96
stayer,-1.46
stayer,-38.08
stayer,248.49
stayer,-18.23
stayer,2.82
stayer,2.9
stayer,21.67
stayer,62.42
stayer,75.38
stayer,-22.8
stayer,-18.23
stayer,47.16
stayer,-7.55
stayer,325.81
stayer,66.78
stayer,237.49
stayer,-23.64
stayer,5.41
stayer,-35.93
stayer,30.23
stayer,-29.9
stayer,10.54
stayer,223.8
stayer,22.31
stayer,-24.56
stayer,-57.05
stayer,5.22
stayer,-376.89
stayer,3.61
stayer,10.54
stayer,13.35
stayer,51.08
stayer,5.05
stayer,-12.09
stayer,14.52
stayer,-1.32
stayer,25.13
stayer,-18.23
stayer,-27.33
stayer,32.85
stayer,47.33
stayer,-57.98
stayer,3.92
stayer,-13.08
stayer,20.76
stayer,173.35
stayer,-201.68
stayer,33.31
stayer,-17.87
stayer,55.78
stayer,24.92
stayer,129.93
stayer,1.31
stayer,10.82
stayer,5.7
stayer,45.47
stayer,-4.08
stayer,6.62
stayer,0.0
stayer,6.51
stayer,-28.77
stayer,20.41
stayer,85.31
stayer,69.31
stayer,19.04
stayer,109.86
stayer,20.07
stayer,24.29
stayer,9.11
stayer,31.02
stayer,46.2
stayer,-0.74
stayer,76.21
stayer,9.53
stayer,18.23
stayer,0.0
stayer,-138.47
stayer,-15.42
stayer,127.81
stayer,59.7
stayer,14.58
stayer,0.0
stayer,14.31
stayer,7.49
stayer,4.4
stayer,65.61
stayer,-41.87
stayer,-21.11
stayer,5.72
stayer,0.0
stayer,0.0
stayer,-8.7
stayer,73.4
stayer,43.36
stayer,1.65
stayer,56.28
stayer,138.63
stayer,23.8
stayer,20.88
stayer,13.15
stayer,87.55
stayer,-65.24
stayer,16.36
stayer,0.0
stayer,47.29
stayer,3.92
stayer,81.09
stayer,4.08
stayer,-6.45
stayer,41.87
stayer,28.77
stayer,9.16
stayer,-55.41
stayer,37.59
stayer,174.92
stayer,14.9
stayer,35.67
stayer,-22.31
stayer,38.3
stayer,-76.21
stayer,-2.53
stayer,-3.64
stayer,-3.92
stayer,0.0
stayer,-14.46
stayer,-127.3
stayer,-10.54
stayer,-2.06
stayer,-49.02
stayer,-11.78
stayer,-3.28
stayer,-160.93
stayer,8.0
stayer,-65.18
stayer,-5.94
stayer,-71.51
stayer,156.06
stayer,107.88
stayer,-117.87
stayer,16.51
stayer,-8.0
stayer,3.39
stayer,3.28
stayer,0.0
stayer,8.42
stayer,-3.64
stayer,66.85
stayer,105.94
stayer,28.77
stayer,-15.42
stayer,-31.85
stayer,0.19
stayer,-10.7
stayer,-3.92
stayer,-7.55
stayer,18.23
stayer,-6.45
stayer,26.24
stayer,-1.36
stayer,0.0
stayer,2.41
stayer,-7.41
stayer,0.0
stayer,9.53
stayer,1.9
stayer,-10.78
stayer,-9.53
stayer,14.11
stayer,51.08
stayer,6.19
stayer,17.83
stayer,22.31
stayer,1.26
stayer,13.1
stayer,-43.83
stayer,-104.15
stayer,-54.65
stayer,0.0
stayer,11.0
stayer,4.08
stayer,102.17
stayer,7.6
stayer,9.04
stayer,0.0
stayer,13.98
stayer,1.98
stayer,0.0
stayer,2.74
stayer,-15.42
stayer,90.29
stayer,-158.92
stayer,9.82
stayer,11.78
stayer,15.22
stayer,11.78
stayer,2.41
stayer,-117.27
stayer,-36.29
stayer,-18.23
stayer,66.14
stayer,8.7
stayer,33.65
stayer,-40.55
stayer,-16.91
stayer,40.55
stayer,2.3
stayer,39.47
stayer,-15.42
stayer,8.92
stayer,-33.65
stayer,1.77
stayer,-9.02
stayer,9.65
stayer,-91.63
stayer,-40.55
stayer,63.91
stayer,1.53
stayer,18.23
stayer,-5.91
stayer,-25.95
stayer,0.0
stayer,-88.55
stayer,-27.44
stayer,-50.08
stayer,53.06
stayer,2.02
stayer,-138.63
stayer,11.55
stayer,0.0
stayer,0.0
stayer,1.85
stayer,-93.39
stayer,-40.55
stayer,55.96
stayer,13.35
stayer,-5.56
stayer,-59.88
stayer,-5.26
stayer,8.7
stayer,-14.31
stayer,4.88
stayer,-22.31
stayer,6.9
stayer,-22.31
stayer,22.31
stayer,18.23
stayer,0.0
stayer,40.55
stayer,13.35
stayer,22.31
stayer,15.98
stayer,47.0
stayer,80.44
stayer,-31.45
stayer,0.0
stayer,51.08
stayer,24.97
stayer,5.13
stayer,-33.65
stayer,-60.69
stayer,-201.49
stayer,22.31
stayer,45.68
stayer,133.83
stayer,7.41
stayer,55.96
stayer,13.35
stayer,11.65
stayer,-36.77
stayer,20.07
stayer,44.46
stayer,0.0
stayer,-6.9
stayer,122.26
stayer,0.0
stayer,3.08
stayer,-27.7
stayer,-36.77
stayer,3.7
stayer,91.63
stayer,40.55
stayer,-8.0
stayer,28.77
stayer,7.41
stayer,26.51
stayer,0.0
stayer,33.14
stayer,0.0
stayer,22.31
stayer,17.44
stayer,26.14
stayer,-21.22
stayer,-11.39
stayer,-6.3
stayer,57.98
stayer,-104.98
stayer,15.08
stayer,-6.27
stayer,47.0
stayer,10.39
stayer,17.44
stayer,36.77
stayer,0.0
stayer,28.19
stayer,90.83
stayer,5.31
stayer,31.85
stayer,19.0
stayer,8.7
stayer,43.36
stayer,-12.36
stayer,-0.16
stayer,14.73
stayer,15.42
stayer,0.0
stayer,-6.77
stayer,-57.64
stayer,18.23
stayer,21.36
stayer,-28.77
stayer,69.31
stayer,-69.31
stayer,107.04
stayer,10.54
stayer,7.66
stayer,8.7
stayer,0.0
stayer,5.35
stayer,2.98
stayer,33.65
stayer,-57.43
stayer,-158.92
stayer,6.45
stayer,83.62
stayer,0.0
stayer,13.61
stayer,0.0
stayer,16.91
stayer,3.28
stayer,-6.45
stayer,129.93
stayer,160.94
stayer,-19.61
stayer,-8.34
stayer,7.62
stayer,34.81
stayer,-10.23
stayer,16.36
stayer,58.78
stayer,4.08
stayer,-106.47
stayer,11.98
stayer,-15.42
stayer,4.08
stayer,-5.31
stayer,29.51
stayer,-2.53
stayer,22.34
stayer,-12.14
stayer,15.15
stayer,30.85
stayer,4.08
stayer,-15.42
stayer,-18.23
stayer,-38.62
stayer,0.01
stayer,16.55
stayer,21.65
stayer,9.53
stayer,-211.22
stayer,18.23
stayer,-1.17
stayer,-3.51
stayer,-18.23
stayer,-3.45
stayer,8.19
stayer,-28.16
stayer,-24.87
stayer,6.45
stayer,4.08
stayer,57.05
stayer,17.19
stayer,10.01
stayer,-4.6
stayer,0.0
stayer,-12.41
stayer,0.0
stayer,-2.19
stayer,12.41
stayer,-11.55
stayer,-219.72
stayer,48.34
stayer,-84.73
stayer,23.51
stayer,0.0
stayer,-43.29
stayer,-9.31
stayer,-67.58
stayer,0.0
stayer,84.73
stayer,-64.51
stayer,114.51
stayer,8.7
stayer,-219.72
stayer,-4.08
stayer,0.0
stayer,-1.9
stayer,-2.79
stayer,0.0
