PERIDNUM,MARZO,leaver,OCCUP,PEIOOCC,leaver_MARCH
4115003236279321701101,1,,310.0,2310.0,-1.0
4124791510500161701102,1,,2320.0,2320.0,0.0
4151804350496441801101,0,,,,
4160571007741571711101,0,,2310.0,2310.0,
4161145800600241701101,1,,2300.0,2300.0,0.0
4171444820600141601101,0,0.0,,,
4201622740110601701101,1,,2310.0,2310.0,0.0
4201738540111521601101,0,1.0,,,
4201738540111521601102,0,1.0,,,
4202029930415801611101,0,0.0,,,
4203454050100171511102,1,,,,
4214006044700461601101,0,,,,
4218004030257381501102,1,0.0,2310.0,2310.0,0.0
4219004022386501711101,1,,2310.0,2310.0,0.0
4220701064741641601102,0,0.0,,,
4235050114248501701101,1,,2310.0,2310.0,0.0
4248070172921901701101,0,,,,
4253011160089901701101,0,,2300.0,2300.0,
4258040143483601701101,1,,2310.0,2310.0,0.0
4260101058322711701101,0,,,,
4300060513230201501102,1,0.0,2310.0,2310.0,0.0
4300311059045011601101,0,0.0,2310.0,2310.0,
4304880014342271501101,1,0.0,2320.0,2320.0,0.0
4306136200714601601102,0,0.0,,,
4309610915029241501101,1,0.0,2310.0,2310.0,0.0
4311000145876021501102,1,0.0,2310.0,2310.0,0.0
4315007066742271711102,1,,2310.0,2310.0,0.0
4316090174049301501101,1,,2310.0,2310.0,0.0
4320301017913251711101,0,,,,
4360080192084701701101,0,,,,
4360311076132981501101,1,,,,
4400761077450051701101,0,,,,
4400761077450051701102,0,,,,
4401734990112601701102,1,,2310.0,2310.0,0.0
4402132380611301711102,1,,2310.0,2310.0,0.0
4402330370512401701101,1,,2310.0,2310.0,0.0
4402446640417201501101,1,1.0,5860.0,5860.0,-1.0
4407220714046201501101,1,0.0,2310.0,2310.0,0.0
4410111064980091701105,0,,,,
4415005034348341701101,1,,2300.0,2300.0,0.0
4416004074242461501101,1,0.0,2330.0,2330.0,0.0
4417009276869401601102,0,0.0,,,
4450350310201141501102,1,0.0,2320.0,2320.0,0.0
4450552310201141601101,0,0.0,,,
4500970413021781501103,1,0.0,2310.0,2310.0,0.0
4503210212048741501102,1,0.0,2310.0,2310.0,0.0
4503840215109431811101,0,,,,
4504050134231101701103,0,,,,
4506451850616021701101,0,,,,
4506451850616021701102,0,,,,
4506747500413821501101,1,0.0,2310.0,2310.0,0.0
4508230113003711701101,1,,2310.0,2310.0,0.0
4511009272166591711102,0,,,,
4517000020296371701101,1,,2320.0,2320.0,0.0
4531020143538301601102,0,0.0,,,
4537559930200191701101,1,,2310.0,2310.0,0.0
4557454920200191711101,0,,,,
4565321550801131701101,0,,,,
4579040156194901601102,0,1.0,,,
4597011145336301701101,0,,,,
4600346810911811701102,0,,,,
4600420911680521701101,0,,,,
4600560713025951701103,0,,,,
4602800213192701801101,0,,,,
4603750912011271811103,0,,,,
4606170813068771601101,0,0.0,,,
4606170813068771601103,0,1.0,,,
4607740615025771711101,1,,2310.0,2310.0,0.0
4612000054793521701101,1,,2320.0,2320.0,0.0
4616002106394411701102,1,,2310.0,2310.0,0.0
4617000047245431601101,0,,,,
4617000047245431601102,0,,,,
4617007367926341701101,0,,,,
4619004062297361501102,1,,,,
4619007198887361601102,0,0.0,,,
4656682410400121611101,0,0.0,,,
4696786400400121701101,1,,2310.0,2310.0,0.0
4696786400400121701102,1,,2310.0,2310.0,0.0
4703515020715701701101,1,,2310.0,2310.0,0.0
4704290814121421801103,0,,,,
4705750010084981701102,0,,,,
4707760010244951501101,1,0.0,2310.0,2310.0,0.0
4708242410914601601101,0,0.0,2310.0,2310.0,
4710001263192141601101,0,1.0,4600.0,4600.0,
4715004060391581601103,0,0.0,,,
4717009795051131601101,0,0.0,,,
4725125520500121611101,0,,,,
4725699210600171501101,1,1.0,2360.0,2360.0,-1.0
4740601008532691701102,0,,,,
4755223510501121611101,0,0.0,,,
4769780810800121601101,0,,,,
4784296410300151601102,0,,,,
4801950911452461601101,0,,,,
4805240415031751711103,1,,2310.0,2320.0,0.0
4805512190618221701101,0,,,,
4810003057202441701101,1,,2310.0,2310.0,0.0
4810201028414341701103,1,,2300.0,2300.0,0.0
4810601001724731701101,1,,2310.0,2320.0,0.0
4810601001724731701102,1,,2310.0,2320.0,0.0
4815002075227151601101,0,0.0,,,
4817001051244211501101,1,0.0,2320.0,2320.0,0.0
4817001062761081701101,0,,2310.0,2310.0,
4860101064380091601102,0,,,,
4864607550300111611101,0,1.0,,,
4870301017710251701101,0,,,,
4902326150018701701101,0,,,,
4907443180016801601101,0,0.0,,,
4908732390617501601101,0,,,,
4911009043238181601101,0,,,,
4920211028274121601102,0,0.0,,,
4953706610901111611104,0,0.0,2310.0,2310.0,
4970121530200131701101,0,,2300.0,2300.0,
4982634240500151501103,1,0.0,2300.0,2310.0,0.0
4990123500201131501102,1,0.0,2310.0,2310.0,0.0
5001050141444901601101,0,,,,
5001050141444901601102,0,,,,
5001210711746141701101,0,,,,
5004302010819601701102,1,,2310.0,2310.0,0.0
5004709400511501511101,1,0.0,2320.0,2320.0,0.0
5006719400511311601101,0,,,,
5011004080425011611101,0,0.0,,,
5020011008283221511102,1,1.0,2722.0,2722.0,-1.0
5049070141935301501101,1,0.0,2310.0,2310.0,0.0
5053113320400121711101,0,,,,
5060401014655271611102,0,0.0,,,
5107400750717451501101,1,,,,
5117008006455571701101,1,,2310.0,2310.0,0.0
5124308500700191811102,0,,,,
5135094117242001501101,1,0.0,2310.0,2310.0,0.0
5141080146903301711101,0,,,,
5158818120700141701102,0,,,,
5186094197585101701101,0,,,,
5195519140300101601101,0,,,,
5200400750717451601101,0,,,,
5202829410512901801104,0,,,,
5203738890816901501101,1,0.0,2360.0,-1.0,-1.0
5203890512004451701101,0,,,,
5207028480418201711101,0,,,,
5207105250013601501101,1,0.0,2310.0,2310.0,0.0
5213002293568401501101,1,0.0,2310.0,2310.0,0.0
5213008359608461701101,0,,,,
5216002265599211701102,0,,,,
5220311083211231501103,1,0.0,2310.0,2300.0,0.0
5224090182006301601101,0,0.0,,,
5236060187697201501102,1,0.0,2310.0,2310.0,0.0
5248000122416901611101,0,1.0,2205.0,2360.0,
5248060146788001701101,1,,2310.0,2310.0,0.0
5256143040200191611101,0,,,,
5270421052411811701102,0,,,,
5291286110800151701101,0,,,,
5298031194586601601101,0,0.0,,,
5300412110713211601101,0,0.0,,,
5300780814205721501101,1,0.0,2330.0,2330.0,0.0
5308020184428501511101,1,,,,
5313004033650301501102,1,0.0,2310.0,-1.0,1.0
5319009047029231701101,1,,2320.0,2320.0,0.0
5322667900202161701102,0,,2330.0,2330.0,
5344061158381101701101,0,,2310.0,2310.0,
5360401014055271701101,0,,,,
5400511050350651601101,0,0.0,,,
5402127290817101701101,1,,2310.0,2310.0,0.0
5402703530013501701101,1,,2300.0,2300.0,0.0
5403705841613691601101,0,0.0,,,
5403822830912701501101,1,1.0,2310.0,-1.0,1.0
5403833900717901801102,0,,,,
5405390510176701701101,0,,,,
5407432880012001501101,1,0.0,2300.0,2300.0,0.0
5407432880012001501103,1,1.0,5740.0,5740.0,-1.0
5409802831912691501102,1,1.0,2545.0,2545.0,-1.0
5413022930900191511101,1,,,,
5414009122000361711101,0,,,,
5416004074041261701102,1,,2310.0,2310.0,0.0
5420296840000191701102,1,,2310.0,2310.0,0.0
5447010151138001811101,0,,,,
5447010151138001811102,0,,,,
5449050117958501611102,0,0.0,,,
5476315220500121501101,1,1.0,230.0,230.0,-1.0
5500694710602121501102,1,0.0,2310.0,2310.0,0.0
5503760211109781601101,0,0.0,,,
5504080108276501601102,0,0.0,,,
5504726480813101601101,0,0.0,,,
5506639300613301701102,1,,2320.0,2320.0,0.0
5506639300613301711101,0,,2310.0,2310.0,
5523060165835901501102,1,0.0,2310.0,2310.0,0.0
5530060160618001701102,0,,2330.0,2330.0,
5531273230700171711102,1,,2310.0,2310.0,0.0
5557148430002171701102,1,,2300.0,2300.0,0.0
5567649410000171711102,0,,,,
5570101035975341701101,0,,,,
5580301090252711701102,0,,,,
5592030148947201601102,0,0.0,,,
5603016760917771701102,0,,,,
5604337500618601601101,0,,,,
5609460614093981701102,1,,2310.0,2310.0,0.0
5613155050201131501102,1,0.0,2300.0,2300.0,0.0
5617007167526341701102,1,,2320.0,2320.0,0.0
5626268040701191501101,1,0.0,2310.0,2310.0,0.0
5640701052623581701101,1,,2310.0,2310.0,0.0
5645554520500101801101,0,,,,
5650801076352291701101,0,,,,
5650801076352291701102,0,,,,
5680201043763161701101,0,,,,
5700104690516451501101,1,1.0,2310.0,5120.0,1.0
5700301090654711711101,0,,,,
5701660412244791501101,1,0.0,2300.0,2300.0,0.0
5703256020511301501102,1,,,,
5703937620714001711101,1,,2310.0,2310.0,0.0
5707843900717001501101,1,0.0,2310.0,2310.0,0.0
5707843900717001501102,1,0.0,2310.0,2310.0,0.0
5714000180462181801101,0,,,,
5717009695351131611101,0,0.0,,,
5718004076087481701101,1,,2320.0,2320.0,0.0
5750401029093571601101,0,0.0,2310.0,2320.0,
5760501060801791701101,0,,2310.0,2310.0,
5802500314049441511101,1,1.0,440.0,2360.0,-1.0
5803330212013791701101,1,,2320.0,2320.0,0.0
5803330212013791701102,1,,2320.0,2320.0,0.0
5804002320614101601101,0,0.0,,,
5804414690313801601101,0,,,,
5804860012052921501101,1,0.0,2320.0,2320.0,0.0
5820331146544941601102,0,0.0,,,
5820331146544941601103,0,0.0,,,
5829365630900151701101,0,,2310.0,2310.0,
5829365630900151701102,0,,2320.0,2320.0,
5840101058384791701102,0,,,,
5850101086080421501101,1,,,,
5860601044834521501101,1,0.0,2320.0,2320.0,0.0
5891037900101131601102,0,1.0,,,
5902316850412701801101,0,,,,
5902955190015321501101,1,0.0,2330.0,2330.0,0.0
5905780510073991501101,1,0.0,2310.0,2310.0,0.0
5907255850314011501102,1,0.0,2310.0,2310.0,0.0
5909036760917001601101,0,,,,
5916009326072301701102,1,,2310.0,2310.0,0.0
5919002238036361601101,0,0.0,,,
5940701001502211701101,1,,2320.0,2320.0,0.0
5950903550600161601101,0,0.0,,,
5968300900600101701101,1,,2310.0,2310.0,0.0
6000523310710711601101,0,0.0,,,
6002860710043701601101,0,0.0,,,
6006011880514811701101,0,,,,
6010061101647301701102,0,,,,
6010811054922101801101,0,,,,
6016005050562491601101,0,0.0,,,
6018032184785701701102,0,,,,
6018230192242901501101,1,0.0,2310.0,2310.0,0.0
6021701577935811501102,1,0.0,2310.0,2310.0,0.0
6029043100021001701101,0,,,,
6031532030100101611101,0,0.0,,,
6050301036804951501102,1,0.0,2310.0,2310.0,0.0
6059050168225901701101,1,,2310.0,2310.0,0.0
6060903250701181501102,1,0.0,2320.0,2320.0,0.0
6069149187412601601105,0,0.0,,,
6070022106541301501101,1,,,,
6070022106541301501102,1,,,,
6077090156207801501102,1,,,,
6078082143950101501102,1,0.0,2310.0,2310.0,0.0
6084020146777701701102,0,,,,
6091201501297021701102,0,,2310.0,2310.0,
6095326730201181501101,1,0.0,2320.0,2320.0,0.0
6100220314010221601101,0,0.0,,,
6106270914050221801102,0,,,,
6107040132757401601103,0,1.0,,,
6109360515054711701101,1,,2310.0,2320.0,0.0
6117004035553541601101,0,0.0,,,
6126355720900171811101,0,,,,
6127547400901101501101,1,,440.0,440.0,-1.0
6170020168541301611102,0,,2310.0,2310.0,
6177010148569601501102,1,1.0,2310.0,-1.0,1.0
6188506340013161601101,0,0.0,,,
6202703700414801701101,1,,2300.0,2300.0,0.0
6204034720601111601101,0,0.0,,,
6204034720601111601102,0,0.0,,,
6206070713312481701102,0,,,,
6209010114465801601102,0,0.0,,,
6210360230501131601102,0,0.0,,,
6212007124685311501101,1,0.0,2310.0,2310.0,0.0
6213103230901121601101,0,0.0,,,
6216004198441211601101,0,,,,
6217002066586301501102,1,1.0,3245.0,3245.0,-1.0
6217007134608421501101,1,,2320.0,2320.0,0.0
6225315830903191701102,1,,2310.0,2300.0,0.0
6230291067393091701101,0,,,,
6230291067393091701102,0,,,,
6249050139958501701101,1,,2310.0,2310.0,0.0
6250321001803991501101,1,0.0,2310.0,2310.0,0.0
6260501079004661701102,1,,2310.0,2310.0,0.0
6262000148273401801101,0,,,,
6264728300719151501102,1,0.0,2320.0,2320.0,0.0
6283030119633601601101,0,0.0,,,
6284060168407101601101,0,0.0,,,
6304090139421201801102,0,,,,
6305559280618401701102,0,,,,
6314001104642461701101,0,,,,
6314007033602431601104,0,0.0,,,
6314012143752701701101,0,,,,
6350201052513421701102,1,,2310.0,2310.0,0.0
6358041174483601501101,1,0.0,2320.0,2320.0,0.0
6365012141945401701102,0,,2310.0,2310.0,
6378071117460501801102,0,,,,
6386010148758701701102,0,,,,
6387040146476001501101,1,1.0,2545.0,2545.0,-1.0
6388082103931501601103,0,0.0,,,
6390401080251121701101,0,,,,
6398094129669301701101,0,,,,
6400221067092091601102,0,0.0,,,
6402541970716101701101,1,,2320.0,2320.0,0.0
6410006011558441701102,0,,,,
6474030140360101701103,1,,2330.0,2330.0,0.0
6476090124791901801102,0,,,,
6477071119580601501102,1,0.0,2310.0,2310.0,0.0
6501020314039761701101,1,,2320.0,2320.0,0.0
6502210310099481501102,1,0.0,2310.0,2310.0,0.0
6504521460312501711101,0,,,,
6504753700414501701102,0,,2310.0,2310.0,
6505616700915001611102,0,0.0,2310.0,2310.0,
6506790914222741601101,0,,,,
6517071192219901601101,0,0.0,,,
6532444320801121601101,0,0.0,,,
6551050143205201711102,1,,2320.0,2320.0,0.0
6560541079601661701101,0,,,,
6567711700900171801103,0,,,,
6568020182113401511101,1,0.0,2310.0,2310.0,0.0
6568021117113401711101,0,,2320.0,2320.0,
6579072105464901601102,0,,,,
6589118340002151701102,0,,,,
6589713340001151601102,0,0.0,,,
6594452440400101501102,1,1.0,2001.0,2001.0,-1.0
6600020280719901711101,0,,,,
6600981242420531701102,0,,,,
6616006158496021501101,1,0.0,2320.0,2320.0,0.0
6629946310001181601102,0,,,,
6680203840900151701102,1,,2310.0,2310.0,0.0
6696220430900191701101,0,,,,
6707142020717921501101,1,0.0,2330.0,2330.0,0.0
6707648590317801601102,0,0.0,2320.0,2320.0,
6730331001901991701101,1,,2330.0,2330.0,0.0
6730331001901991701102,1,,2330.0,2330.0,0.0
6758188750400191801101,0,,,,
6759845920400171701101,0,,,,
6759845920400171701102,0,,,,
6765840800002171701102,0,,,,
6783037040402121701101,1,,2320.0,2320.0,0.0
6801900315085741501101,1,,2310.0,2310.0,0.0
6801900315085741501102,1,,2320.0,2320.0,0.0
6804680714337411701102,0,,,,
6804819690411301701102,0,,,,
6808125140700161711102,0,,,,
6817007085502141501101,1,0.0,2310.0,2310.0,0.0
6820111098764191601102,0,0.0,2310.0,2310.0,
6855512540600191701102,1,,2310.0,2310.0,0.0
6900431079154221501102,1,1.0,0.0,4220.0,-1.0
6901860112263751501102,1,0.0,2310.0,2310.0,0.0
6902470011046721501102,1,0.0,2310.0,2310.0,0.0
6920544510104161601102,0,,,,
6940201041623381701101,0,,,,
6980711042922851801102,0,,,,
6990201086423711701101,0,,,,
7004260913362651701101,0,,,,
7004732540118001711102,1,,2310.0,2310.0,0.0
7006020111199131701103,0,,,,
7006513790519121711102,1,,2310.0,2310.0,0.0
7009400613121641601102,0,0.0,,,
7009860510061081501101,1,1.0,750.0,750.0,-1.0
7012005442135191601101,0,0.0,,,
7012008069700441501101,1,0.0,2320.0,2320.0,0.0
7012008069700441501102,1,0.0,2310.0,2310.0,0.0
7041701933132831701101,0,,,,
7061198800919101501101,1,0.0,2300.0,2300.0,0.0
7061198800919101501102,1,0.0,2310.0,2310.0,0.0
7061390800919101501103,1,0.0,2310.0,2310.0,0.0
7061390800921101501102,1,0.0,2310.0,2310.0,0.0
7080111045405951601103,0,0.0,,,
7080401016423811801102,0,,,,
7094469940702161501102,1,0.0,2310.0,2310.0,0.0
7094965940702161501102,1,,,,
7100516340510131711101,1,,2300.0,2300.0,0.0
7105410010097171511101,1,1.0,4600.0,4600.0,-1.0
7111007063221091611101,0,0.0,,,
7128035196393101601102,0,0.0,,,
7130601088795851701102,0,,,,
7131798110600111601101,0,0.0,2310.0,2310.0,
7175398240600171501101,1,0.0,2310.0,2310.0,0.0
7196063114077501701102,1,,2310.0,2310.0,0.0
7201254890216101701101,1,,2310.0,2310.0,0.0
7201414330513801701101,1,,2310.0,2310.0,0.0
7201522150414501501102,1,,,,
7208533790519701701101,0,,,,
7210701069914891701101,1,,2310.0,2310.0,0.0
7212080143899601501102,1,0.0,2320.0,2320.0,0.0
7213008159308461701101,1,,2310.0,2310.0,0.0
7214005047162301701102,0,,,,
7224925910801111601101,0,0.0,,,
7230901017761991701103,1,,2330.0,2330.0,0.0
7240701054641171801102,0,,,,
7294000192435101601101,0,0.0,,,
7301410210030151501101,1,0.0,2320.0,2320.0,0.0
7304753580118111501102,1,,,,
7305250413004041701101,0,,,,
7306944920410831701101,0,,,,
7307860510065001601101,0,0.0,,,
7307860510065001601102,0,0.0,,,
7307960112030391701102,1,,2320.0,2320.0,0.0
7314001004148161701102,1,,2310.0,2310.0,0.0
7338081199821701601101,0,0.0,,,
7354050168695401701102,0,,,,
7354060155503701501101,1,0.0,2310.0,2310.0,0.0
7359592300000101801102,0,,,,
7365010155501001601102,0,,,,
7370421043455081601104,0,,,,
7400701094634841511102,1,1.0,2360.0,2360.0,-1.0
7401130715058801601101,0,0.0,,,
7401150100310611701101,0,,,,
7402944920410811701101,1,,2310.0,2310.0,0.0
7403623450410901701101,0,,,,
7407060119715201711101,1,,2300.0,2300.0,0.0
7410101022423671711102,0,,,,
7412000103101601711101,1,,2310.0,2310.0,0.0
7412005043726581601101,0,0.0,,,
7417001013712121601101,0,,,,
7418560910819871601101,0,0.0,,,
7425694540800161701102,1,,2320.0,2320.0,0.0
7450201096523131701101,1,,2310.0,2310.0,0.0
7460746700601181601102,0,0.0,2310.0,2310.0,
7465386300000141601103,0,,,,
7484060114872801501101,1,0.0,2330.0,2330.0,0.0
7493091101209001601101,0,0.0,,,
7500721077132021501101,1,0.0,2350.0,2310.0,-1.0
7500911049064321501102,1,0.0,2310.0,2310.0,0.0
7502290312009541501101,1,0.0,2310.0,2310.0,0.0
7510008164271571501102,1,0.0,2310.0,2310.0,0.0
7511000487265391601101,0,,,,
7511004001779381501101,1,,,,
7514396800200161711102,0,,,,
7518005063368121601102,0,0.0,,,
7560101045300951601101,0,,,,
7562677630700161701101,1,,2320.0,2320.0,0.0
7562677630700161701102,1,,2320.0,2320.0,0.0
7578260730000151601101,0,0.0,,,
7600349900818801701102,1,,2310.0,2310.0,0.0
7600434560813101701101,1,,2330.0,2320.0,0.0
7605346730218501611102,0,0.0,,,
7612006042339291801101,0,,,,
7617009090375501701101,1,,2310.0,2310.0,0.0
7630801068932211701101,0,,2310.0,2310.0,
7640411074803361701102,0,,2310.0,2310.0,
7660421074600361501102,1,,,,
7703140100310001701101,1,,2310.0,2310.0,0.0
7703400513198341601101,0,0.0,,,
7703670911231831701102,1,,2320.0,2320.0,0.0
7704020314067081701101,0,,,,
7709731240115611601105,0,0.0,,,
7717006143354571701102,0,,,,
7718000130872421701101,0,,,,
7750111050674621701102,0,,2310.0,2310.0,
7801950911452861701101,0,,,,
7803860910032111601101,0,0.0,,,
7804175350900141711101,1,,2310.0,2310.0,0.0
7804562120201151701101,0,,,,
7804742540118501511101,1,,,,
7807415040715171701101,0,,,,
7810006087296251601102,0,0.0,,,
7840401016322811611101,0,0.0,,,
7860301050330351501102,1,0.0,2320.0,2320.0,0.0
7860301050330351501103,1,0.0,2310.0,2310.0,0.0
7860701037384981701102,0,,,,
7864366340600111701101,1,,2320.0,2320.0,0.0
7894477300901141501102,1,0.0,2330.0,2330.0,0.0
7902604380010101611101,0,0.0,,,
7909160015055351501101,1,0.0,2320.0,2320.0,0.0
7911003230312071511102,1,1.0,4600.0,4600.0,-1.0
7911009043231381801102,0,,,,
7912005084388251511102,1,0.0,2310.0,2310.0,0.0
7919007012315271701104,1,,2300.0,2300.0,0.0
7920101051241841601102,0,1.0,,,
7940501000134481701102,1,,2320.0,2320.0,0.0
7940711054540171701101,0,,,,
7961780400519191601101,0,,,,
7961788400518191601102,0,0.0,,,
8006051150549201601101,0,0.0,,,
8016007059621051611101,0,0.0,,,
8022893340500181501101,1,0.0,2320.0,2320.0,0.0
8037080158922901601102,0,1.0,,,
8041203619529891701101,0,,2310.0,2310.0,
8041203619529891701102,0,,2310.0,2310.0,
8070701034435891711101,1,,2310.0,2310.0,0.0
8074030140360101601101,0,,,,
8086646240513131601101,0,,,,
8087000127262501701101,1,,2310.0,2320.0,0.0
8102580513025601701102,0,,,,
8103080119352601601101,0,,,,
8103080119352601601102,0,,,,
8116018944546011601101,0,1.0,,,
8116030106149601601101,0,0.0,2310.0,2310.0,
8116030106149601601102,0,0.0,2320.0,2320.0,
8131600088017281601102,0,0.0,,,
8140030132437801701101,0,,2320.0,2320.0,
8140101093520721701101,0,,2310.0,2310.0,
8159502320900151801101,0,,,,
8180090122333401601101,0,0.0,,,
8201200013035851811102,0,,,,
8202080514177561501101,1,0.0,2310.0,2310.0,0.0
8202080514177561501102,1,0.0,2310.0,2310.0,0.0
8203121710415501701103,1,,2310.0,2310.0,0.0
8209980414274301801101,0,,,,
8234559930100161701102,1,,2310.0,2310.0,0.0
8234559930100161701103,1,,2310.0,2310.0,0.0
8234559930100161701104,1,,2310.0,2310.0,0.0
8245070151028901601102,0,,,,
8250641037821541601102,0,,,,
8252000160197601701110,0,,,,
8264291700601141701101,1,,2310.0,2310.0,0.0
8264291700601141701102,1,,2310.0,2310.0,0.0
8269250520700161701101,1,,2310.0,2310.0,0.0
8276070117291001711101,1,,2310.0,2310.0,0.0
8279040127090101601102,0,1.0,,,
8303913680318261701101,0,,,,
8312007025580341611102,0,,,,
8314220610079791601101,0,0.0,,,
8326351820600191601101,0,,,,
8365105500901161501102,1,,2310.0,2310.0,0.0
8388091141859201801101,0,,,,
8391030168999901801102,0,,,,
8402744030015201701102,1,,2310.0,2310.0,0.0
8403129122637101701102,0,,2310.0,2310.0,
8403743220314811501101,1,0.0,2310.0,2310.0,0.0
8406870811078871601101,0,0.0,,,
8409135980314401501102,1,,,,
8409443620111501601101,0,,,,
8413002468572151501101,1,0.0,2310.0,2310.0,0.0
8414090114957801801102,0,,,,
8418003001458261601101,0,1.0,,,
8425090143338001601103,0,0.0,,,
8435133181876201601102,0,,,,
8435139139876201701102,0,,,,
8445060146328501501101,1,0.0,2310.0,2310.0,0.0
8445163164911301601102,0,,,,
8450000117433001601101,0,0.0,,,
8452071174260701801101,0,,,,
8453052141160901701101,0,,,,
8461071137661201701101,0,,,,
8481030114422401701101,1,,2310.0,2310.0,0.0
8486090160538901501101,1,0.0,2310.0,2310.0,0.0
8487050119961201601101,0,,,,
8490050184887601501102,1,0.0,2310.0,2310.0,0.0
8495090189304701701101,1,,2320.0,2320.0,0.0
8495090189304701701102,1,,2320.0,2320.0,0.0
8498090151957801701102,1,,2310.0,2310.0,0.0
8498090151957801701104,1,,2310.0,2310.0,0.0
8498090151957801701105,1,,2310.0,2310.0,0.0
8498091177904301601102,0,0.0,,,
8498092134904301701103,0,,,,
8502240313009641601101,0,0.0,,,
8502240313009641601102,0,0.0,,,
8504925810716701701102,1,,2310.0,2310.0,0.0
8505331680017701501101,1,,,,
8506705650000111711102,1,,2300.0,2300.0,0.0
8511006360456031701101,0,,,,
8516004072002281611101,0,0.0,,,
8575467020300121701101,1,,2310.0,2310.0,0.0
8600921034125191601102,0,1.0,,,
8607120711099391701101,0,,,,
8610811025200571601101,0,0.0,,,
8610811025200571601104,0,1.0,,,
8611002001016101711102,1,,2320.0,2320.0,0.0
8613003036080431701102,1,,2300.0,2300.0,0.0
8613009367019471801101,0,,,,
8614133500100101601102,0,0.0,,,
8616009079525571501101,1,0.0,2310.0,2310.0,0.0
8640579830800141501101,1,,2320.0,2320.0,0.0
8654437500100101501102,1,0.0,2310.0,2310.0,0.0
8660001287020101501101,1,,800.0,7000.0,-1.0
8677230330700121701103,1,,2310.0,2310.0,0.0
8680911034925191601104,0,1.0,,,
8691230440103141701101,0,,,,
8701038180914801711102,1,,2310.0,2310.0,0.0
8707770014044351501101,1,0.0,2310.0,2310.0,0.0
8712004057412211501101,1,,2310.0,2310.0,0.0
8720021013263661701102,0,,,,
8750901030172221701101,1,,2320.0,2320.0,0.0
8765338000500161701101,0,,,,
8799165130300181701101,1,,2310.0,2330.0,0.0
8804329960315901601103,0,,,,
8805603420112501501103,1,0.0,0.0,2300.0,-1.0
8810501085711211701102,0,,,,
8835201850400141611101,0,0.0,,,
8900133510700121711102,1,,2320.0,2320.0,0.0
8901054610503181501102,1,0.0,2310.0,2310.0,0.0
8902687750400131611101,0,0.0,,,
8902687750400131611102,0,0.0,,,
8903160610281381701101,0,,,,
8903412420519301701102,1,,2310.0,2310.0,0.0
8906720714198371501101,1,0.0,2310.0,2310.0,0.0
8906720714198371501102,1,0.0,2310.0,2310.0,0.0
8907842510913811601102,0,0.0,,,
8910002091421451701101,1,,2320.0,2320.0,0.0
8910337510706121611101,0,0.0,,,
8919001099598131701101,0,,,,
8930311009764901601102,0,0.0,,,
8930401008941831601102,0,,,,
8931951620500181601101,0,0.0,,,
8950135530702121611101,0,,2310.0,2310.0,
8951755610504181701101,0,,,,
8995477000101161701102,0,,2310.0,2310.0,
9002560613073581701101,1,,2310.0,2310.0,0.0
9003320814149331601102,0,0.0,,,
9011002184778471501101,1,1.0,2722.0,2722.0,-1.0
9011600285529381701102,1,,2310.0,2310.0,0.0
9018022108376011601101,0,0.0,,,
9043041189542001701102,0,,,,
9059031127597701501101,1,0.0,2320.0,2320.0,0.0
9059031127597701501102,1,0.0,2320.0,2320.0,0.0
9070081161247801501101,1,0.0,2320.0,2310.0,0.0
9100032150910811811102,0,,,,
9102060113033091601102,0,0.0,,,
9105144490719811501102,1,0.0,2310.0,2310.0,0.0
9105307810013611601103,0,,,,
9108380714113381601102,0,0.0,,,
9109788250300141611101,0,0.0,2310.0,2310.0,
9109788250300141611102,0,0.0,2634.0,2600.0,
9111000041115531501101,1,0.0,2320.0,2320.0,0.0
9111004083147161801101,0,,,,
9111009153139081601102,0,0.0,,,
9117006073195211711102,1,,2320.0,2320.0,0.0
9161804358496441701102,0,,2310.0,2310.0,
9161804601816301701102,0,,,,
9169230110100111611101,0,0.0,,,
9177070146580601701101,0,,3550.0,2310.0,
9198140930500171701103,1,,2310.0,2310.0,0.0
9200011027651511701101,1,,2310.0,2310.0,0.0
9200611090000921701101,1,,2320.0,2320.0,0.0
9201846220617101601101,0,0.0,,,
9204870711071131501102,1,,,,
9211005016141551501102,1,1.0,2330.0,-1.0,1.0
9212004027968481801101,0,,,,
9212004027968481801104,0,,,,
9216002196163351601102,0,0.0,,,
9216004098247111601102,0,,,,
9218007171745261501101,1,0.0,2300.0,2300.0,0.0
9219008158288391601102,0,0.0,,,
9220571062573501601101,0,0.0,,,
9220571062573501601102,0,0.0,,,
9235427010600101701102,0,,,,
9250801058132021601101,0,0.0,,,
9255050124496801601102,0,0.0,,,
9265001143713101601101,0,0.0,,,
9268647200400151701101,1,,2300.0,2300.0,0.0
9271238240200121601101,0,0.0,,,
9300203390415631701101,0,,,,
9302060127581101701101,0,,,,
9307020011184851501102,1,0.0,2320.0,2320.0,0.0
9312002051906051601101,0,,,,
9312030146624801701101,0,,,,
9313001009940581701102,1,,2320.0,2320.0,0.0
9319002027165211511102,1,,2310.0,2310.0,0.0
9341735850300121711101,1,,2310.0,2310.0,0.0
9367755910700151701101,1,,2310.0,2310.0,0.0
9367758910701151701102,0,,,,
9396091150830001601101,0,0.0,,,
9398020127920801601101,0,,,,
9401818070814211601101,0,0.0,2300.0,2300.0,
9404060710175651601102,0,0.0,2310.0,2310.0,
9410355040800151601101,0,0.0,,,
