HRMONTH,teacher_0,teacher_1,employed_0,employed_1,PWSSWGT_0
4,0,0,0,0,4203.4344
4,1,1,1,1,3532.4237
4,0,0,1,1,3962.1351
4,0,0,0,0,3925.5796
4,0,0,1,1,5040.4571
4,0,0,0,0,4778.7979
4,0,0,0,0,4111.7338
4,0,0,0,0,4587.9041
4,0,0,0,0,4647.5429
4,0,0,0,0,4623.6299
4,0,0,1,1,4084.7751
4,0,0,1,1,4224.4393
4,0,0,1,1,5783.8059
4,0,0,0,0,4587.9041
4,0,0,0,0,4988.5244
4,0,0,1,1,6425.4298
4,0,0,1,1,6292.03
4,0,0,0,0,7288.2238
4,0,0,0,0,5634.8783
4,0,0,0,0,6110.6346
4,0,0,1,1,5586.6747
4,0,0,0,0,3250.2626
4,0,0,1,1,5106.5697
4,0,0,1,0,5782.439
4,0,0,0,0,4324.3637
4,0,0,0,0,6162.2428
4,0,0,1,1,5246.8149
4,0,0,1,1,5920.7178
4,0,0,1,1,5158.6934
4,0,0,1,1,7344.497
4,0,0,1,1,7344.497
4,0,0,1,1,5106.5697
4,0,0,1,1,5782.439
