HRHHID,HRHHID2,PULINENO,HRMONTH,base_year,n_obs,returned
621953005950381,03011,2,10,2014,3.0,0.0
660830557641005,03011,2,10,2014,3.0,0.0
691220345871005,03011,1,10,2014,3.0,0.0
765341100004306,03111,2,10,2014,2.0,0.0
965252170101604,03111,2,10,2014,3.0,1.0
015051697000781,03111,2,11,2014,1.0,0.0
131690010040910,03011,2,11,2014,3.0,0.0
801390201260009,03011,2,11,2014,3.0,1.0
362436001540004,03011,2,11,2014,3.0,0.0
000210106614958,03011,1,11,2014,3.0,0.0
442990642341100,03011,4,11,2014,1.0,1.0
454220345871100,03011,2,11,2014,1.0,0.0
150856100103007,03011,1,11,2014,3.0,0.0
176640050019007,03011,2,11,2014,1.0,0.0
810001760209505,03111,1,11,2014,2.0,0.0
810004880403045,03111,2,11,2014,3.0,1.0
250962150004105,03011,2,11,2014,1.0,0.0
550661120007902,03011,2,11,2014,3.0,0.0
060081190701927,03012,2,11,2014,1.0,1.0
176870060068901,03011,2,11,2014,2.0,0.0
000612164814104,03011,1,11,2014,3.0,0.0
008280416070808,03011,1,11,2014,3.0,0.0
181770080078315,03011,2,11,2014,,
174770090094115,03011,1,11,2014,2.0,0.0
185570090068209,03011,2,11,2014,3.0,1.0
240881101560102,03111,2,11,2014,3.0,0.0
305106509110574,03011,1,11,2014,3.0,0.0
010210525097290,03011,1,11,2014,2.0,0.0
157841020074711,03011,2,11,2014,1.0,0.0
621800170706501,03011,1,11,2014,3.0,0.0
908107310210722,03011,1,11,2014,2.0,0.0
281138000210650,03011,2,11,2014,2.0,0.0
300108311310006,03011,1,11,2014,2.0,0.0
921268007010533,03011,2,11,2014,2.0,0.0
071694140101202,03011,1,11,2014,2.0,0.0
110009811115237,03011,2,11,2014,2.0,0.0
036048159105561,03011,1,11,2014,2.0,0.0
162001080061109,03011,1,11,2014,,
144502000033402,03011,1,11,2014,1.0,0.0
122757140004202,03111,2,11,2014,3.0,0.0
710002472019352,03011,2,11,2014,1.0,1.0
222645150101205,03111,2,11,2014,2.0,0.0
208350019087560,03011,1,11,2014,,
275811201940209,03011,2,11,2014,3.0,0.0
022068300200111,03011,2,11,2014,1.0,0.0
047058861200891,03111,1,11,2014,3.0,1.0
205190216031966,03011,2,11,2014,2.0,0.0
610000692906759,03011,1,11,2014,2.0,0.0
030010121531008,03011,2,11,2014,1.0,1.0
701300591010062,03011,2,11,2014,3.0,0.0
121715000430481,03011,2,11,2014,1.0,0.0
401235000830371,03011,2,11,2014,1.0,0.0
343588190105104,03011,1,11,2014,2.0,1.0
553647130105500,03111,1,11,2014,3.0,1.0
572770504751003,03011,2,11,2014,1.0,0.0
030610277669580,03011,1,11,2014,2.0,1.0
263950180105303,03011,2,11,2014,3.0,1.0
173313100200209,03011,2,11,2014,3.0,0.0
035077638300431,03011,2,11,2014,3.0,1.0
238191901990309,03011,2,11,2014,2.0,0.0
302390110012810,03011,2,11,2014,2.0,0.0
293811150206504,03011,4,11,2014,2.0,0.0
771099001030626,03011,1,11,2014,3.0,0.0
610002314908420,03111,1,11,2014,1.0,0.0
030890045501004,03011,1,11,2014,1.0,0.0
260010562521004,03011,1,11,2014,2.0,0.0
260870786841004,03011,2,11,2014,2.0,0.0
040510051481447,03111,2,11,2014,1.0,0.0
063086219403871,03011,1,11,2014,2.0,0.0
040710178059688,03011,2,11,2014,2.0,0.0
710420598511004,03011,1,11,2014,1.0,0.0
110009104027108,03011,1,11,2014,3.0,0.0
149244080031204,03011,1,11,2014,2.0,0.0
047008375400641,03011,1,11,2014,1.0,0.0
606401630810924,03011,2,11,2014,1.0,0.0
043220506191005,03011,1,11,2014,3.0,0.0
505180915096065,03011,1,11,2014,1.0,0.0
431516005750120,03011,1,11,2014,2.0,0.0
515483140004401,03011,2,11,2014,2.0,0.0
134355040079813,03011,2,11,2014,2.0,1.0
050510121362209,03011,4,11,2014,,
321264005350931,03111,1,11,2014,3.0,0.0
660830557641005,03011,2,11,2014,2.0,0.0
691220345871005,03011,1,11,2014,2.0,0.0
765341100004306,03111,2,11,2014,1.0,0.0
206272601080500,03111,2,11,2014,2.0,0.0
302500672610342,03011,2,11,2014,3.0,0.0
131690010040910,03011,2,12,2014,2.0,0.0
801390201260009,03011,2,12,2014,2.0,1.0
362436001540004,03011,2,12,2014,2.0,0.0
000210106614958,03011,1,12,2014,2.0,0.0
155510020016108,03111,1,12,2014,3.0,0.0
150856100103007,03011,1,12,2014,2.0,0.0
810001760209505,03111,1,12,2014,1.0,0.0
002060215019567,03011,2,12,2014,2.0,0.0
550661120007902,03011,2,12,2014,2.0,0.0
176870060068901,03011,2,12,2014,1.0,0.0
666375001780002,03011,1,12,2014,,
000612164814104,03011,1,12,2014,2.0,0.0
054086522006021,03011,2,12,2014,2.0,0.0
156484301762005,03011,2,12,2014,,
008280416070808,03011,1,12,2014,2.0,0.0
174770090094115,03011,1,12,2014,1.0,0.0
185570090068209,03011,2,12,2014,2.0,1.0
240881101560102,03111,2,12,2014,2.0,0.0
960432001550107,03011,1,12,2014,3.0,1.0
121790735591101,03011,2,12,2014,3.0,0.0
305106509110574,03011,1,12,2014,2.0,0.0
010210525097290,03011,1,12,2014,1.0,0.0
143781020065004,03011,1,12,2014,,
908107310210722,03011,1,12,2014,1.0,0.0
907102901310580,03011,1,12,2014,2.0,0.0
281138000210650,03011,2,12,2014,1.0,0.0
114025733101501,03011,2,12,2014,1.0,0.0
251033140306105,03111,1,12,2014,2.0,0.0
586650059271001,03011,3,12,2014,2.0,0.0
751547100105405,03111,1,12,2014,3.0,0.0
751547100105405,03111,2,12,2014,3.0,1.0
921268007010533,03011,2,12,2014,1.0,0.0
071694140101202,03011,1,12,2014,1.0,0.0
110009811115237,03011,2,12,2014,1.0,0.0
671807140404018,03011,1,12,2014,3.0,0.0
908106891710567,03011,2,12,2014,3.0,0.0
036048159105561,03011,1,12,2014,1.0,0.0
520710201460200,03011,2,12,2014,2.0,1.0
801206471210627,03111,1,12,2014,3.0,1.0
122757140004202,03111,2,12,2014,2.0,0.0
422468120101805,03011,1,12,2014,1.0,1.0
222645150101205,03111,2,12,2014,1.0,0.0
061557003420220,03111,2,12,2014,3.0,0.0
275811201940209,03011,2,12,2014,2.0,0.0
203280516003693,03012,2,12,2014,2.0,1.0
207000316042829,03111,2,12,2014,3.0,0.0
205190216031966,03011,2,12,2014,1.0,0.0
610000692906759,03011,1,12,2014,1.0,0.0
021160170341003,03011,1,12,2014,2.0,0.0
701300591010062,03011,2,12,2014,2.0,0.0
095081932302801,03011,2,12,2014,3.0,0.0
144863030008246,03011,2,12,2014,2.0,0.0
343588190105104,03011,1,12,2014,1.0,1.0
795577801320300,03011,1,12,2014,3.0,1.0
263950180105303,03011,2,12,2014,2.0,1.0
173313100200209,03011,2,12,2014,2.0,0.0
310001413404617,03011,2,12,2014,2.0,0.0
973568100103708,03011,1,12,2014,3.0,0.0
238191901990309,03011,2,12,2014,1.0,0.0
302390110012810,03011,2,12,2014,1.0,0.0
293811150206504,03011,4,12,2014,1.0,0.0
771099001030626,03011,1,12,2014,2.0,0.0
260870786841004,03011,2,12,2014,1.0,0.0
402110413065463,03011,2,12,2014,3.0,0.0
525830101160404,03111,2,12,2014,3.0,0.0
063086219403871,03011,1,12,2014,1.0,0.0
040710178059688,03011,2,12,2014,1.0,0.0
602405563810124,03011,1,12,2014,3.0,0.0
149244080031204,03011,1,12,2014,1.0,0.0
407060816086809,03011,2,12,2014,2.0,1.0
922060133741004,03011,1,12,2014,2.0,0.0
043220506191005,03011,1,12,2014,2.0,0.0
431516005750120,03011,1,12,2014,1.0,0.0
515483140004401,03011,2,12,2014,1.0,0.0
134355040079813,03011,2,12,2014,1.0,1.0
137115050037707,03011,1,12,2014,1.0,0.0
755644120101700,03011,1,12,2014,1.0,0.0
321264005350931,03111,1,12,2014,2.0,0.0
660830557641005,03011,2,12,2014,1.0,0.0
691220345871005,03011,1,12,2014,1.0,0.0
302500672610342,03011,2,12,2014,2.0,0.0
067071699000781,03011,2,1,2015,3.0,0.0
000110078587577,03111,1,1,2015,2.0,0.0
000110087835848,03111,2,1,2015,3.0,1.0
131690010040910,03011,2,1,2015,1.0,0.0
362436001540004,03011,2,1,2015,1.0,0.0
000210106614958,03011,1,1,2015,1.0,0.0
150856100103007,03011,1,1,2015,1.0,0.0
002060215019567,03011,2,1,2015,1.0,0.0
550661120007902,03011,2,1,2015,1.0,0.0
088096821004891,03011,3,1,2015,3.0,0.0
266023401170004,03011,1,1,2015,3.0,0.0
006250917071675,03011,2,1,2015,1.0,1.0
054086522006021,03011,2,1,2015,1.0,0.0
008280416070808,03011,1,1,2015,1.0,0.0
185570090068209,03011,2,1,2015,1.0,1.0
010010257414787,03011,1,1,2015,1.0,1.0
210005931680240,03011,1,1,2015,2.0,0.0
301950120806204,03011,1,1,2015,3.0,0.0
121790735591101,03011,2,1,2015,2.0,0.0
305106509110574,03011,1,1,2015,1.0,0.0
067052664100881,03011,1,1,2015,2.0,1.0
621800170706501,03011,1,1,2015,1.0,0.0
151401030033909,03011,1,1,2015,2.0,0.0
360860358151001,03011,2,1,2015,1.0,0.0
114025733101501,03011,2,1,2015,,
251033140306105,03111,1,1,2015,1.0,0.0
751547100105405,03111,1,1,2015,2.0,0.0
751547100105405,03111,2,1,2015,2.0,1.0
671807140404018,03011,1,1,2015,2.0,0.0
908106891710567,03011,2,1,2015,2.0,0.0
207180215046015,03011,1,1,2015,3.0,1.0
520710201460200,03011,2,1,2015,1.0,1.0
122757140004202,03111,2,1,2015,1.0,0.0
048023932202651,03011,1,1,2015,2.0,0.0
020510694853891,03011,1,1,2015,2.0,0.0
061557003420220,03111,2,1,2015,2.0,0.0
655894401130208,03011,2,1,2015,3.0,0.0
275811201940209,03011,2,1,2015,1.0,0.0
141032050036909,03011,3,1,2015,2.0,0.0
020610143809517,03011,2,1,2015,1.0,1.0
109092060035201,03011,1,1,2015,1.0,0.0
487131901950204,03011,2,1,2015,3.0,0.0
764530104941002,03011,2,1,2015,3.0,0.0
527570001780204,03011,1,1,2015,2.0,1.0
830150501701002,03111,2,1,2015,3.0,0.0
202080719018807,03111,2,1,2015,3.0,0.0
207000316042829,03111,2,1,2015,2.0,0.0
021160170341003,03011,1,1,2015,1.0,0.0
701300591010062,03011,2,1,2015,1.0,0.0
710003553316800,03011,1,1,2015,2.0,0.0
095081932302801,03011,2,1,2015,2.0,0.0
306300280110944,03111,1,1,2015,3.0,0.0
144863030008246,03011,2,1,2015,1.0,0.0
304870512052555,03011,2,1,2015,2.0,0.0
795577801320300,03011,1,1,2015,2.0,1.0
023055612300321,03111,1,1,2015,3.0,0.0
107309683510850,03011,2,1,2015,3.0,0.0
086096566300521,03011,3,1,2015,3.0,0.0
946772601720306,03011,3,1,2015,2.0,0.0
173313100200209,03011,2,1,2015,1.0,0.0
973568100103708,03011,1,1,2015,2.0,0.0
238191901990309,03011,2,1,2015,,
771099001030626,03011,1,1,2015,1.0,0.0
001405561210693,03011,1,1,2015,3.0,0.0
301823004340730,03011,1,1,2015,3.0,0.0
076085270401701,03011,1,1,2015,3.0,1.0
525830101160404,03111,2,1,2015,2.0,0.0
281368006140370,03011,1,1,2015,3.0,1.0
027076678400091,03011,1,1,2015,3.0,0.0
706412031810513,03011,3,1,2015,3.0,0.0
001187003340190,03011,2,1,2015,3.0,0.0
510001374316309,03011,2,1,2015,3.0,1.0
922060133741004,03011,1,1,2015,1.0,0.0
043220506191005,03011,1,1,2015,1.0,0.0
764551501500505,03111,2,1,2015,2.0,0.0
137115050037707,03011,1,1,2015,,
321264005350931,03111,1,1,2015,1.0,0.0
365879120103902,03111,2,1,2015,2.0,0.0
507501471610074,03011,2,1,2015,3.0,0.0
302500672610342,03011,2,1,2015,1.0,0.0
067071699000781,03011,2,2,2015,2.0,0.0
000210029779997,03011,1,2,2015,2.0,1.0
704833701680001,03011,1,2,2015,3.0,0.0
009260512028543,03011,1,2,2015,2.0,0.0
088096821004891,03011,3,2,2015,2.0,0.0
446046381000411,03011,1,2,2015,1.0,0.0
860261100101402,03011,1,2,2015,2.0,0.0
121790735591101,03011,2,2,2015,1.0,0.0
510000271963141,03111,2,2,2015,2.0,0.0
067052664100881,03011,1,2,2015,1.0,1.0
108990216065286,03011,1,2,2015,3.0,0.0
211721000110221,03011,1,2,2015,,
452733901500109,03011,1,2,2015,3.0,0.0
882635701020103,03011,1,2,2015,3.0,0.0
151401030033909,03011,1,2,2015,1.0,0.0
671807140404018,03011,1,2,2015,1.0,0.0
908106891710567,03011,2,2,2015,1.0,0.0
812453170004102,03011,2,2,2015,2.0,0.0
020210056089573,03111,2,2,2015,3.0,0.0
048023932202651,03011,1,2,2015,1.0,0.0
509206101410561,03011,2,2,2015,2.0,0.0
020510694853891,03011,1,2,2015,1.0,0.0
061557003420220,03111,2,2,2015,1.0,0.0
655894401130208,03011,2,2,2015,2.0,0.0
020610290399052,03011,2,2,2015,2.0,0.0
410003332904546,03011,1,2,2015,1.0,0.0
487131901950204,03011,2,2,2015,2.0,0.0
830150501701002,03111,2,2,2015,2.0,0.0
202080719018807,03111,2,2,2015,2.0,0.0
207000316042829,03111,2,2,2015,1.0,0.0
003200140910974,03011,1,2,2015,2.0,0.0
589130701400208,03011,1,2,2015,2.0,0.0
710003553316800,03011,1,2,2015,1.0,0.0
095081932302801,03011,2,2,2015,1.0,0.0
306300280110944,03111,1,2,2015,2.0,0.0
502210001110306,03011,2,2,2015,3.0,0.0
144863030008246,03011,2,2,2015,,
301230315045478,03011,2,2,2015,2.0,0.0
304870512052555,03011,2,2,2015,1.0,0.0
795577801320300,03011,1,2,2015,1.0,1.0
023055612300321,03111,1,2,2015,2.0,0.0
107309683510850,03011,2,2,2015,2.0,0.0
646084901550300,03011,1,2,2015,,
803302913610338,03011,2,2,2015,3.0,0.0
926572801560309,03011,1,2,2015,1.0,0.0
063901190308001,03011,1,2,2015,2.0,1.0
091086285303381,03011,1,2,2015,1.0,0.0
910001993123237,03011,2,2,2015,1.0,0.0
310001413404617,03011,2,2,2015,1.0,0.0
973568100103708,03011,1,2,2015,1.0,0.0
810006693017129,03011,1,2,2015,3.0,0.0
004480120201906,03111,2,2,2015,2.0,0.0
001405561210693,03011,1,2,2015,2.0,0.0
301823004340730,03011,1,2,2015,2.0,0.0
404130719029223,03011,1,2,2015,3.0,0.0
525830101160404,03111,2,2,2015,1.0,0.0
954252170002604,03111,1,2,2015,3.0,0.0
147034060074724,03011,2,2,2015,1.0,0.0
186144080192119,03011,2,2,2015,3.0,1.0
706412031810513,03011,3,2,2015,2.0,0.0
001187003340190,03011,2,2,2015,2.0,0.0
074050405502191,03011,1,2,2015,3.0,0.0
032011259501111,03011,2,2,2015,1.0,0.0
501180414054453,03111,2,2,2015,3.0,0.0
505060719066407,03011,2,2,2015,1.0,0.0
505060719066407,03011,3,2,2015,1.0,0.0
050610010003791,03011,1,2,2015,3.0,0.0
365879120103902,03111,2,2,2015,1.0,0.0
507501471610074,03011,2,2,2015,2.0,0.0
067071699000781,03011,2,3,2015,1.0,0.0
704833701680001,03011,1,3,2015,2.0,0.0
907001627410132,03011,2,3,2015,3.0,0.0
009260512028543,03011,1,3,2015,1.0,0.0
088096821004891,03011,3,3,2015,1.0,0.0
165240060403207,03011,2,3,2015,2.0,0.0
000613797800139,03011,1,3,2015,2.0,0.0
108990216065286,03011,1,3,2015,2.0,0.0
452733901500109,03011,1,3,2015,2.0,0.0
505108242210311,03011,1,3,2015,2.0,0.0
882635701020103,03011,1,3,2015,2.0,0.0
495527401230100,03011,2,3,2015,2.0,0.0
096016411101711,03011,2,3,2015,3.0,0.0
001099666100751,03011,2,3,2015,3.0,0.0
790421301320207,03011,1,3,2015,3.0,1.0
812453170004102,03011,2,3,2015,1.0,0.0
020210056089573,03111,2,3,2015,2.0,0.0
612640001130206,03111,1,3,2015,1.0,0.0
203020117054317,03111,2,3,2015,3.0,0.0
603200851410603,03011,2,3,2015,1.0,0.0
655894401130208,03011,2,3,2015,1.0,0.0
201100614094581,03011,2,3,2015,3.0,0.0
208000312046649,03011,1,3,2015,3.0,0.0
487131901950204,03011,2,3,2015,1.0,0.0
830150501701002,03111,2,3,2015,1.0,0.0
020810083217774,03111,2,3,2015,3.0,0.0
202080719018807,03111,2,3,2015,1.0,0.0
589130701400208,03011,1,3,2015,1.0,0.0
018031689300451,03011,2,3,2015,3.0,0.0
502210001110306,03011,2,3,2015,2.0,0.0
030310116000183,03011,2,3,2015,3.0,0.0
301120316041481,03011,1,3,2015,2.0,0.0
543397170101509,03011,2,3,2015,3.0,0.0
023055612300321,03111,1,3,2015,1.0,0.0
107309683510850,03011,2,3,2015,1.0,0.0
139333050067106,03111,1,3,2015,2.0,0.0
030610452098473,03011,3,3,2015,3.0,0.0
101308707610354,03011,2,3,2015,3.0,0.0
263627120301701,03011,4,3,2015,2.0,0.0
563033100903000,03011,1,3,2015,1.0,0.0
138953060068861,03011,1,3,2015,3.0,0.0
901061009130005,03011,2,3,2015,2.0,0.0
751573003030140,03011,2,3,2015,2.0,0.0
123423070032403,03011,1,3,2015,2.0,0.0
241574009930380,03011,2,3,2015,3.0,1.0
201305051810332,03111,1,3,2015,1.0,0.0
201305051810332,03111,2,3,2015,1.0,1.0
302170315052943,03011,2,3,2015,3.0,0.0
810006693017129,03011,1,3,2015,2.0,0.0
004480120201906,03111,2,3,2015,1.0,0.0
007001539400891,03111,1,3,2015,3.0,0.0
001405561210693,03011,1,3,2015,1.0,0.0
221520493801004,03011,1,3,2015,2.0,0.0
301823004340730,03011,1,3,2015,1.0,0.0
954252170002604,03111,1,3,2015,2.0,0.0
609402480710947,03011,2,3,2015,3.0,1.0
610001204822987,03011,2,3,2015,3.0,1.0
406230110044883,03011,4,3,2015,3.0,0.0
040810117896708,03011,2,3,2015,2.0,0.0
603404190810284,03011,2,3,2015,1.0,0.0
641781011340592,03011,1,3,2015,2.0,0.0
001187003340190,03011,2,3,2015,1.0,0.0
074050405502191,03011,1,3,2015,2.0,0.0
191610901770509,03011,1,3,2015,3.0,0.0
110002055016794,03111,2,3,2015,2.0,1.0
050410183592083,03111,2,3,2015,3.0,0.0
501180414054453,03111,2,3,2015,2.0,0.0
764551501500505,03111,2,3,2015,1.0,0.0
050610010003791,03011,1,3,2015,2.0,0.0
507501471610074,03011,2,3,2015,1.0,0.0
007810617059121,04111,2,4,2015,3.0,0.0
704833701680001,03011,1,4,2015,1.0,0.0
165240060403207,03011,2,4,2015,1.0,0.0
000613797800139,03011,1,4,2015,1.0,0.0
026820715042635,03011,2,4,2015,1.0,1.0
150740060277427,04011,1,4,2015,3.0,0.0
209343501121003,04011,2,4,2015,3.0,1.0
289392701740004,03011,2,4,2015,2.0,0.0
127691000009056,03011,2,4,2015,1.0,0.0
153311010149891,03111,2,4,2015,2.0,0.0
510000271963141,03111,2,4,2015,1.0,0.0
108990216065286,03011,1,4,2015,1.0,0.0
882635701020103,03011,1,4,2015,1.0,0.0
108000312046249,03011,2,4,2015,1.0,1.0
169151050058259,03111,3,4,2015,1.0,0.0
096016411101711,03011,2,4,2015,2.0,0.0
010610247716562,04111,1,4,2015,3.0,0.0
181244170007600,04011,2,4,2015,3.0,0.0
001099666100751,03011,2,4,2015,2.0,0.0
790421301320207,03011,1,4,2015,2.0,1.0
612097190203815,04011,2,4,2015,3.0,0.0
010008842955482,04111,2,4,2015,3.0,0.0
241970487431002,03111,3,4,2015,1.0,0.0
020210056089573,03111,2,4,2015,1.0,0.0
037022257203361,04011,1,4,2015,3.0,1.0
203020117054317,03111,2,4,2015,2.0,0.0
201100614094581,03011,2,4,2015,2.0,0.0
207080014013604,03011,1,4,2015,2.0,1.0
208000312046649,03011,1,4,2015,2.0,0.0
020810083217774,03111,2,4,2015,2.0,0.0
438751701040200,04011,2,4,2015,3.0,0.0
030010106355911,03111,2,4,2015,1.0,0.0
018031689300451,03011,2,4,2015,2.0,0.0
502210001110306,03011,2,4,2015,1.0,0.0
301120316041481,03011,1,4,2015,1.0,0.0
641848008030874,04011,2,4,2015,3.0,0.0
543397170101509,03011,2,4,2015,2.0,0.0
030610452098473,03011,3,4,2015,2.0,0.0
030610733405333,03011,1,4,2015,,
101308707610354,03011,1,4,2015,2.0,0.0
263627120301701,03011,4,4,2015,1.0,0.0
803302913610338,03011,2,4,2015,1.0,0.0
030710391775817,04011,2,4,2015,3.0,1.0
123423070032403,03011,1,4,2015,1.0,0.0
308350218094856,04111,2,4,2015,3.0,0.0
030910419677072,03011,1,4,2015,2.0,0.0
479151901150302,04011,1,4,2015,3.0,0.0
710009713526369,03011,1,4,2015,2.0,0.0
302170315052943,03011,2,4,2015,2.0,0.0
810006693017129,03011,1,4,2015,1.0,0.0
402920317000008,04011,1,4,2015,3.0,1.0
007001539400891,03111,1,4,2015,2.0,0.0
140494010061544,04111,1,4,2015,3.0,0.0
221520493801004,03011,1,4,2015,1.0,0.0
123874020078811,03011,1,4,2015,2.0,0.0
430050754741004,04111,1,4,2015,3.0,0.0
854440601500404,03011,2,4,2015,1.0,0.0
954252170002604,03111,1,4,2015,1.0,0.0
406230110044883,03011,4,4,2015,2.0,0.0
409250819069863,04011,2,4,2015,3.0,0.0
040810117896708,03011,2,4,2015,1.0,0.0
429900316023820,04011,2,4,2015,3.0,0.0
584680190800006,04011,1,4,2015,2.0,0.0
093780194561105,04111,1,4,2015,3.0,0.0
074050405502191,03011,1,4,2015,1.0,0.0
505106180903918,04011,2,4,2015,3.0,1.0
841707013950387,04011,2,4,2015,3.0,0.0
191610901770509,03011,1,4,2015,2.0,0.0
110002055016794,03111,2,4,2015,1.0,1.0
310001455208434,03011,1,4,2015,1.0,0.0
513290019008466,04011,1,4,2015,3.0,0.0
501180414054453,03111,2,4,2015,1.0,0.0
050610010003791,03011,1,4,2015,1.0,0.0
565512150201200,03011,2,4,2015,1.0,1.0
165779190100201,03111,2,4,2015,2.0,0.0
007810617059121,04111,2,5,2015,2.0,0.0
220022150103113,04011,3,5,2015,2.0,1.0
486930175051100,04011,1,5,2015,3.0,0.0
105002745610730,03011,1,5,2015,1.0,0.0
105002745610730,03011,2,5,2015,1.0,0.0
100619980217068,04011,2,5,2015,2.0,0.0
150740060277427,04011,1,5,2015,2.0,0.0
018360110015620,04011,2,5,2015,3.0,0.0
209343501121003,04011,2,5,2015,2.0,1.0
901132963010158,04011,1,5,2015,3.0,0.0
153311010149891,03111,2,5,2015,1.0,0.0
252978801150102,04011,1,5,2015,3.0,0.0
410000291116253,04011,1,5,2015,3.0,0.0
169151050058259,03111,3,5,2015,,
096016411101711,03011,2,5,2015,1.0,0.0
105190914040636,04111,1,5,2015,3.0,0.0
010610247716562,04111,1,5,2015,2.0,0.0
857455301332104,03011,1,5,2015,1.0,0.0
437557301940100,04011,2,5,2015,2.0,0.0
051287003310803,04011,1,5,2015,3.0,1.0
154041080043939,04011,2,5,2015,3.0,1.0
010810370468114,04011,2,5,2015,2.0,0.0
001099666100751,03011,2,5,2015,1.0,0.0
791860150201007,04011,2,5,2015,3.0,0.0
602139190103011,04011,1,5,2015,3.0,0.0
612097190203815,04011,2,5,2015,2.0,0.0
402202391110625,04011,2,5,2015,3.0,0.0
010008842955482,04111,2,5,2015,2.0,0.0
037022257203361,04011,1,5,2015,2.0,1.0
802974901070206,04011,1,5,2015,3.0,0.0
700206971310556,04111,3,5,2015,3.0,0.0
203020117054317,03111,2,5,2015,1.0,0.0
642545180602703,04011,1,5,2015,2.0,0.0
201100614094581,03011,2,5,2015,1.0,0.0
208000312046649,03011,1,5,2015,1.0,0.0
020810083217774,03111,2,5,2015,1.0,0.0
438751701040200,04011,2,5,2015,2.0,0.0
492625150507611,04011,2,5,2015,3.0,0.0
020911240164384,04011,1,5,2015,3.0,0.0
018031689300451,03011,2,5,2015,1.0,0.0
203302290110912,03011,1,5,2015,1.0,0.0
030310116000183,03011,2,5,2015,1.0,0.0
301120316041481,03011,1,5,2015,,
543397170101509,03011,2,5,2015,1.0,0.0
030610452098473,03011,3,5,2015,1.0,0.0
101308707610354,03011,1,5,2015,1.0,0.0
339140815005600,04011,1,5,2015,3.0,1.0
030710391775817,04011,2,5,2015,2.0,1.0
308350218094856,04111,2,5,2015,2.0,0.0
146713090092831,03011,1,5,2015,1.0,0.0
030910419677072,03011,1,5,2015,1.0,0.0
174703090082004,03011,2,5,2015,1.0,0.0
710009713526369,03011,1,5,2015,1.0,0.0
302170315052943,03011,2,5,2015,1.0,0.0
601404004240647,04011,2,5,2015,2.0,0.0
007001539400891,03111,1,5,2015,1.0,0.0
123874020078811,03011,1,5,2015,1.0,0.0
103174040010051,04011,1,5,2015,3.0,0.0
430050754741004,04111,1,5,2015,2.0,0.0
040510661309045,04011,1,5,2015,3.0,1.0
010005964620655,04111,2,5,2015,3.0,1.0
307402671510049,03011,2,5,2015,1.0,0.0
592610005931004,04111,2,5,2015,2.0,0.0
171524050024986,04011,2,5,2015,3.0,0.0
040610815835987,04011,1,5,2015,3.0,1.0
100404223710109,04111,2,5,2015,3.0,0.0
406230110044883,03011,4,5,2015,1.0,0.0
409250819069863,04011,2,5,2015,2.0,0.0
610108994263968,04011,1,5,2015,3.0,0.0
429900316023820,04011,2,5,2015,2.0,0.0
711404984431668,04011,3,5,2015,2.0,1.0
584680190800006,04011,1,5,2015,1.0,0.0
093780194561105,04111,1,5,2015,2.0,0.0
505106180903918,04011,2,5,2015,2.0,1.0
841707013950387,04011,2,5,2015,2.0,0.0
191610901770509,03011,1,5,2015,1.0,0.0
380350511011105,04011,1,5,2015,2.0,0.0
513290019008466,04011,1,5,2015,2.0,0.0
050510310516055,04011,3,5,2015,3.0,0.0
165779190100201,03111,2,5,2015,1.0,0.0
504950813052655,04011,2,5,2015,2.0,0.0
220022150103113,04011,3,6,2015,1.0,1.0
047054961008891,04011,1,6,2015,3.0,1.0
010105810406075,04011,1,6,2015,2.0,0.0
505007037510034,04111,1,6,2015,3.0,0.0
191355001900954,04011,1,6,2015,3.0,1.0
191355001900954,04011,2,6,2015,3.0,1.0
161363028500515,04011,1,6,2015,2.0,0.0
521167002000275,04011,2,6,2015,1.0,0.0
121768001000407,04011,2,6,2015,2.0,1.0
866830511651000,04011,1,6,2015,3.0,1.0
018060110015822,04011,1,6,2015,3.0,0.0
128490518015067,04011,1,6,2015,,
128490518015067,04011,2,6,2015,,
901132963010158,04011,1,6,2015,2.0,0.0
141017065710472,04011,2,6,2015,3.0,0.0
961718061510076,04011,2,6,2015,1.0,0.0
245420800961501,04011,1,6,2015,2.0,0.0
116501020590807,04011,1,6,2015,1.0,0.0
322510401542107,04011,2,6,2015,2.0,1.0
107700717027233,04011,1,6,2015,1.0,0.0
109910314098220,04011,2,6,2015,2.0,1.0
610005101072843,04012,1,6,2015,1.0,0.0
103460718037617,04111,2,6,2015,2.0,0.0
105190914040636,04111,1,6,2015,2.0,0.0
010610247716562,04111,1,6,2015,1.0,0.0
114491060028036,04011,2,6,2015,2.0,0.0
711770560961601,04011,2,6,2015,1.0,0.0
437557301940100,04011,2,6,2015,1.0,0.0
971319190602909,04011,2,6,2015,2.0,0.0
051287003310803,04011,1,6,2015,2.0,1.0
281181006810790,04111,1,6,2015,2.0,1.0
010810370468114,04011,2,6,2015,1.0,0.0
791860150201007,04011,2,6,2015,2.0,0.0
461507018520590,04011,2,6,2015,2.0,0.0
602139190103011,04011,1,6,2015,2.0,0.0
020110548636929,04011,2,6,2015,2.0,1.0
612097190203815,04011,2,6,2015,1.0,0.0
010008842955482,04111,2,6,2015,1.0,0.0
291150183391002,04011,1,6,2015,3.0,0.0
562294301830209,04111,2,6,2015,1.0,0.0
612554401960204,04011,2,6,2015,1.0,0.0
037022257203361,04011,1,6,2015,1.0,1.0
802974901070206,04011,1,6,2015,2.0,0.0
